load model,215.48,335.59,1547.02,4724,93
load model,215.87,504.30,1273.39,3979,93
load model,214.79,419.44,708.27,3301,74
load model,217.28,330.69,551.18,3259,65
load model,216.91,323.35,695.21,3485,32
load model,215.66,321.98,612.93,3306,14
load model,217.95,333.83,571.55,3120,28
load model,216.57,439.20,1325.82,4146,41
load model,215.23,476.02,864.05,3364,51
load model,218.33,319.67,583.00,3321,46
load model,218.13,318.22,544.31,3232,9
load model,217.59,316.93,538.34,3226,32
load model,217.51,324.95,560.60,3315,23
load model,218.76,350.51,807.36,3520,28
load model,215.75,399.33,604.43,2619,23
load model,218.87,500.84,923.61,3121,9
load model,216.49,311.81,575.66,3238,27
load model,217.35,308.13,603.73,3290,18
load model,218.64,307.23,531.00,3151,23
load model,217.45,304.81,598.75,3247,27
load model,219.36,298.63,533.87,3077,5
load model,217.4,588.90,919.97,3063,32
load model,215.22,317.07,599.69,3410,23
load model,217.86,318.12,540.44,3245,33
load model,219.18,312.66,545.33,3239,28
load model,218.03,315.65,544.08,3188,27
load model,215.65,345.62,826.23,3687,14
load model,216.04,313.47,659.82,3467,42
load model,216.84,607.51,889.54,3150,19
load model,214.96,318.32,561.97,3294,32
load model,217.39,305.27,704.61,3395,37
load model,217.05,307.71,716.08,3409,14
load model,216.61,289.73,655.99,3426,41
load model,218.59,259.95,1040.26,3573,18
load model,220.99,91.14,1686.67,3824,23
load model,225.16,30.24,1574.11,3224,0
load model,232.54,40.73,1613.24,3376,0
load model,215.22,206.97,1647.65,4660,4
load model,215.78,270.92,1565.86,3555,9
load model,215.92,303.75,2311.52,4025,0
load model,215.86,307.67,940.58,3984,0
load model,218.89,298.15,1016.76,4029,19
load model,215.61,300.38,695.15,3548,46
load model,218.32,278.37,681.82,3394,0
load model,217.81,300.49,1029.17,3912,32
load model,215.36,301.47,778.63,3496,28
load model,217.63,234.90,1452.27,4572,19
load model,284.1,129.52,1355.87,2320,23
load model,216.34,316.47,1645.54,3222,0
load model,215.45,306.43,832.21,3685,0
load model,215.36,309.38,706.43,3404,14
load model,216.24,292.05,934.83,3677,19
load model,216.74,283.24,1740.79,4665,37
load model,215.7,281.41,1563.57,4905,28
load model,216.95,282.06,729.87,3291,46
load model,218.9,240.85,648.33,2965,32
load model,217.68,295.67,973.55,2991,9
load model,216.52,473.32,1958.43,3824,9
load model,216.76,285.27,1529.32,4766,9
load model,215.45,223.74,1237.45,3801,51
load model,215.69,214.48,1147.68,3547,28
load model,216.44,209.05,1728.97,4274,9
load model,214.13,240.41,1341.73,4063,9
load model,216.88,173.53,1441.98,3514,37
load model,215.44,267.84,871.32,3495,5
load model,214.99,268.59,1129.60,3912,14
load model,216.58,544.46,5580.77,8736,28
load model,215.38,28.29,3798.54,7080,5
load model,214.73,85.42,386.19,987,33
load model,217.58,305.78,526.20,3171,5
load model,217.4,269.04,712.12,3192,9
load model,215.24,646.74,1831.32,4084,37
load model,215.54,232.59,1814.48,4542,9
load model,217.35,181.59,1428.43,3722,19
load model,216.85,245.62,1457.31,4192,0
load model,216.08,307.58,7806.84,7687,14
load model,216.62,319.53,4940.93,7922,42
load model,216.28,614.29,2053.80,4758,51
load model,215.35,310.25,559.03,3418,18
load model,217.21,318.09,580.16,3310,23
load model,219.12,301.56,567.72,3336,18
load model,217.67,309.93,563.57,3312,37
load model,218.26,306.95,656.06,3450,18
load model,215.7,322.96,926.47,3788,32
load model,218.42,611.89,1232.57,3534,9
load model,215.21,323.64,937.80,3861,23
load model,218.07,323.79,781.72,3586,33
load model,214.8,335.37,1177.90,4241,28
load model,215.22,319.99,947.25,3861,28
load model,215.24,355.00,929.33,3870,23
load model,217.18,593.58,942.51,3394,23
load model,215.51,322.44,599.97,3383,14
load model,218.53,316.09,545.06,3231,32
load model,217.34,313.10,539.46,3271,23
load model,217.35,565.63,1421.00,4104,23
inference-A-0,215.46,2.77,695.58,947,56
inference-A-0,221.59,0.56,1027.26,1146,60
inference-A-0,234.38,0.33,760.50,1024,27
inference-A-0,234.65,0.34,503.44,1082,34
inference-A-0,232.26,1857.62,7839.51,10665,30
inference-A-0,216.99,2036.20,2918.39,4461,146
inference-A-0,216.69,675.65,2689.69,5293,65
inference-A-0,217.01,487.76,2788.17,6332,9
inference-A-0,217.12,567.55,4404.76,7802,32
inference-A-0,217.24,1029.72,1962.30,2016,263
inference-A-0,217.61,1122.16,3664.97,4922,667
inference-A-0,216.85,1033.22,3848.17,5008,253
inference-A-0,216.41,1170.72,4513.44,5933,129
inference-A-0,216.22,970.19,1572.72,2229,411
inference-A-0,217.55,1416.26,3199.51,4109,69
inference-A-0,216.64,1065.26,3550.67,4588,3305
inference-A-0,216.69,1165.51,2946.67,3743,148
inference-A-0,216.9,1092.56,1604.61,2213,766
inference-A-0,216.74,1127.22,1523.30,1933,387
inference-A-0,216.55,1302.23,1772.86,2392,711
inference-A-0,217.0,2205.28,4010.26,6618,3436
inference-A-0,216.94,2798.80,3844.99,5416,5530
inference-A-0,217.06,1352.90,2264.87,3207,6458
inference-A-0,216.57,2201.61,3068.86,4243,11545
inference-A-0,216.34,2717.95,3440.43,4775,7471
inference-A-0,216.87,2389.28,3231.89,4676,5981
inference-A-0,216.79,2058.60,2381.77,3533,4491
inference-A-0,216.58,2172.09,3504.78,4308,4645
inference-A-0,216.68,2615.97,4427.18,5967,7734
inference-A-0,217.33,2135.00,3080.19,4910,5012
inference-A-0,216.78,2114.39,3769.06,4977,2673
inference-A-0,216.65,2628.86,3681.69,5110,7602
inference-A-0,217.23,2171.86,3069.03,4838,5525
inference-A-0,216.77,1190.85,2002.29,2247,2610
inference-A-0,219.21,1802.41,2907.65,4808,10426
inference-A-0,217.26,1424.06,3328.40,3885,1286
inference-A-0,217.32,1772.98,4434.66,6783,10398
inference-A-0,216.43,1612.81,1847.74,2393,1537
inference-A-0,218.19,1882.77,2029.93,2942,9629
inference-A-0,216.73,1714.08,1993.10,2565,2764
inference-A-0,219.59,1593.08,2515.19,4144,8084
inference-A-0,216.88,2163.63,3613.33,5478,4217
inference-A-0,217.42,1304.59,1753.86,2709,6616
inference-A-0,216.52,2577.45,3293.51,4905,6136
inference-A-0,216.74,948.80,1173.27,1596,4323
inference-A-0,216.8,2471.20,5250.98,7998,8042
inference-A-0,216.84,1369.96,2300.99,2910,1075
inference-A-0,217.09,2316.22,2707.45,4137,10819
inference-A-0,217.34,1931.12,2205.81,3129,1129
inference-A-0,217.17,2871.29,3069.93,4425,11167
inference-A-0,216.64,1866.07,2315.44,3411,1653
inference-A-0,216.32,2475.90,5554.49,9056,10488
inference-A-0,217.57,2029.13,2682.94,3700,2972
inference-A-0,216.76,2540.57,2947.33,4060,9303
inference-A-0,216.2,1558.74,1887.51,2826,4678
inference-A-0,216.91,2589.02,2785.37,3803,8390
inference-A-0,217.05,1827.10,2012.24,2990,5878
inference-A-0,216.37,2413.99,2599.06,3457,6948
inference-A-0,217.34,2140.44,2315.92,3409,9026
inference-A-0,217.06,1944.30,2247.81,2838,4081
inference-A-0,217.52,2705.49,2862.40,4248,12798
inference-A-0,217.13,1806.60,1996.00,2487,1246
inference-A-0,216.97,2696.10,2931.58,3982,11726
inference-A-0,217.11,2027.14,2204.63,2690,83
inference-A-0,217.27,2570.82,2743.62,3972,12593
inference-A-0,216.94,2234.02,2411.42,3015,60
inference-A-0,217.53,1741.46,1894.96,2666,9671
inference-A-0,216.96,2803.10,2992.92,4125,6716
inference-A-0,216.56,1090.83,1262.90,1547,1940
inference-A-0,217.89,2708.82,3012.41,4075,14393
inference-A-0,217.24,2035.84,2401.04,3020,78
inference-A-0,217.42,1870.46,2225.78,3132,10518
inference-A-0,217.09,2781.69,2963.74,4031,5933
inference-A-0,216.21,1052.06,1226.63,1614,2441
inference-A-0,217.26,2770.23,2952.95,4110,14084
inference-A-0,217.14,2018.42,2200.62,2763,69
inference-A-0,217.52,1852.17,2315.14,4161,11555
inference-A-0,218.48,2671.32,4558.34,6756,5052
inference-A-0,217.23,1239.33,1968.52,2334,2389
inference-A-0,217.78,2780.86,2944.22,4096,14220
inference-A-0,217.24,2090.67,2268.02,2780,64
inference-A-0,217.35,1838.82,2000.51,2899,10514
inference-A-0,216.98,2847.66,3027.99,4148,6050
inference-A-0,216.48,1092.92,1264.39,1511,2304
inference-A-0,218.4,2742.63,2890.62,4107,14454
inference-A-0,217.11,2124.04,2305.94,2897,78
inference-A-0,217.78,1647.48,1802.25,2480,10967
inference-A-0,214.82,2204.94,3072.54,4436,6906
inference-A-0,217.23,1768.85,1945.84,2348,84
inference-A-0,219.02,2052.64,2198.94,3155,13939
inference-A-0,218.02,2719.55,2899.13,3876,3771
inference-A-0,216.21,1225.80,1401.18,1901,5068
inference-A-0,217.37,2793.52,2970.11,4278,13038
inference-A-0,217.42,1920.76,2112.76,2585,69
inference-A-0,218.75,1976.64,2122.36,3127,13003
inference-A-0,217.32,2783.20,2975.09,4233,4969
inference-A-0,216.54,1104.96,1517.14,1815,3980
inference-A-0,217.53,2810.21,2991.10,4266,14136
inference-A-0,217.15,2006.32,2185.76,2634,92
inference-A-0,218.34,1745.94,1981.77,3027,12940
inference-A-0,217.26,2870.43,3079.48,4161,5143
inference-A-0,216.21,972.86,1146.69,1392,2076
inference-A-0,218.36,2742.24,2877.49,4181,15865
inference-A-0,217.12,2149.87,2327.90,2994,110
inference-A-0,217.82,1318.19,1467.67,2149,10897
inference-A-0,217.9,2752.10,3664.01,4479,10880
inference-A-0,216.95,1466.45,1801.91,2134,142
inference-A-0,219.71,1682.13,1844.02,2663,16428
inference-A-0,217.07,2808.51,3876.58,4275,5312
inference-A-0,216.51,917.42,1166.77,1326,3289
inference-A-0,217.85,2484.14,2639.54,3971,18128
inference-A-0,217.17,2221.73,2399.30,3076,725
inference-A-0,217.58,1130.30,1283.03,1940,9490
inference-A-0,217.54,2832.75,3011.02,4362,12359
inference-A-0,217.46,1504.49,1686.81,2028,124
inference-A-0,219.18,1785.58,1926.88,2911,15732
inference-A-0,218.81,2641.19,2827.17,3926,6123
inference-A-0,216.45,830.53,1001.58,1137,3738
inference-A-0,218.42,2533.13,2664.53,4075,18106
inference-A-0,217.93,2059.81,2239.16,2813,110
inference-A-0,217.77,1242.07,1549.79,2255,10838
inference-A-0,217.62,2713.88,2891.97,4232,11108
inference-A-0,216.44,1483.32,1665.67,1834,161
inference-A-0,216.8,1907.16,2079.29,3127,17792
inference-A-0,217.32,2656.64,2835.11,4146,4290
inference-A-0,216.44,1292.38,1472.24,1539,1399
inference-A-0,216.59,2100.35,2270.51,3551,18204
inference-A-0,217.3,2793.84,2965.93,4174,2613
inference-A-0,217.71,1500.16,1678.60,1966,143
inference-A-0,219.62,1840.68,1967.51,2932,16310
inference-A-0,217.65,2745.71,2925.66,4172,5669
inference-A-0,217.52,1910.26,2088.20,2565,92
inference-A-0,218.02,1522.41,1658.02,2472,12404
inference-A-0,218.23,2742.99,2925.79,4179,9646
inference-A-0,217.24,2266.55,2437.82,3162,101
inference-A-0,217.32,1057.83,1218.35,1785,8272
inference-A-0,218.24,2756.61,2933.65,4174,13667
inference-A-0,217.24,2154.99,2514.11,3655,41
inference-A-0,216.62,1238.92,1415.81,1736,391
inference-A-0,218.16,2013.88,2192.56,3181,17717
inference-A-0,217.72,2693.06,2873.10,4207,3933
inference-A-0,218.21,1816.25,1995.06,2356,96
inference-A-0,218.43,1675.41,1820.82,2729,13331
inference-A-0,218.3,2651.50,2831.09,4196,8730
inference-A-0,217.73,2347.84,2535.79,3344,82
inference-A-0,217.77,1175.75,1609.37,2190,8933
inference-A-0,218.36,2641.33,2930.20,4415,13239
inference-A-0,218.68,2744.00,2922.60,4006,5
inference-A-0,216.97,930.65,1108.47,1327,2524
inference-A-0,217.78,2453.72,2606.70,4032,19284
inference-A-0,218.28,2460.87,2694.40,4045,312
inference-A-0,217.32,1717.99,1896.63,2278,124
inference-A-0,217.54,1795.38,1948.57,3029,14697
inference-A-0,218.45,2719.16,2913.10,4312,7309
inference-A-0,218.37,2180.42,2421.12,3096,105
inference-A-0,218.07,723.59,1046.16,1298,7991
inference-A-0,217.72,2100.84,2260.50,3619,16472
inference-A-0,217.81,2782.66,2956.64,4201,1755
inference-A-0,218.13,1557.36,1734.09,2031,133
inference-A-0,218.88,712.80,850.09,1288,12469
inference-A-0,219.12,2685.60,2851.96,4240,13660
inference-A-0,218.48,2722.64,2903.27,4234,27
inference-A-0,216.57,969.82,1151.63,1173,1135
inference-A-0,219.67,1287.09,1405.65,2235,16609
inference-A-0,218.68,2689.45,2873.79,4257,8727
inference-A-0,218.31,2499.95,2677.31,3623,101
inference-A-0,216.89,782.51,953.85,1162,5501
inference-A-0,217.13,1626.96,1801.03,2878,16603
inference-A-0,218.17,2829.04,3004.34,4231,4366
inference-A-0,218.03,1931.60,2310.88,2972,105
inference-A-0,218.07,629.93,772.50,949,9315
inference-A-0,218.42,2406.00,3040.80,4546,16499
inference-A-0,218.2,2718.86,2905.08,4230,540
inference-A-0,218.13,1499.93,1676.24,1971,156
inference-A-0,218.71,727.01,992.66,1733,13621
inference-A-0,218.87,2734.76,2913.13,4258,12738
inference-A-0,218.41,2649.80,2824.37,4194,9
inference-A-0,216.77,1105.45,1284.73,1273,540
inference-A-1,215.6,0.74,705.96,543,42
inference-A-1,228.2,0.62,482.09,592,42
inference-A-1,235.76,0.36,110.96,140,31
inference-A-1,234.46,43.46,147.90,281,0
inference-A-1,223.41,1899.69,1988.61,2516,9
inference-A-1,216.61,1945.30,2167.25,2742,3451
inference-A-1,216.44,1259.96,1441.08,1534,15239
inference-A-1,218.41,2435.35,2583.61,3026,17247
inference-A-1,216.75,1648.51,2103.07,2436,11666
inference-A-1,217.13,2051.83,2204.01,2740,10768
inference-A-1,216.83,2004.66,2187.43,2513,10224
inference-A-1,216.61,1574.51,1753.47,2008,10367
inference-A-1,217.31,1300.39,1451.01,1680,10655
inference-A-1,218.55,1122.59,1251.18,1528,10377
inference-A-1,217.87,1071.53,1251.89,1547,10080
inference-A-1,216.87,1088.50,1257.59,1489,10157
inference-A-1,216.12,664.59,834.00,1018,10241
inference-A-1,219.49,1133.67,1251.30,1358,10207
inference-A-1,219.06,1250.13,1367.80,1648,10893
inference-A-1,217.6,1076.85,1217.96,1457,10171
inference-A-1,217.53,1265.49,1407.12,1715,10207
inference-A-1,216.38,1664.77,1837.54,2186,11957
inference-A-1,217.24,1477.22,1659.52,1874,14604
inference-A-1,217.68,1405.95,1553.39,1833,14961
inference-A-1,218.6,1373.30,1500.21,1871,14222
inference-A-1,218.33,1417.28,1542.63,1887,13619
inference-A-1,217.88,1639.96,1779.94,2221,14148
inference-A-1,216.62,1751.13,1924.41,2207,14834
inference-A-1,216.54,1642.77,1828.60,2055,15091
inference-A-1,216.39,1280.52,1451.84,1714,15642
inference-A-1,216.23,1021.26,1189.99,1614,15499
inference-A-1,216.17,1045.72,1214.39,1365,15553
inference-A-1,217.28,1171.53,1476.07,1592,15604
inference-A-1,219.17,1180.21,1310.17,1487,16228
inference-A-1,219.26,1316.67,1431.53,1651,15472
inference-A-1,218.47,1340.96,1465.02,1735,15995
inference-A-1,217.8,1337.39,1472.22,1740,15627
