event,timestamp,python3.11,ALL_TASKS,cpu,gpu,cycle,accumulated_time
inference,218.86,2476.6,2661.42,3304,5924,1,43502.26
inference,218.04,2456.04,2682.73,3284,6068,1,43720.299999999996
inference,217.98,2529.67,2705.25,3285,6747,1,43938.28
inference,218.4,2399.2,2769.72,3713,6785,1,44156.68
inference,218.33,2538.44,2731.88,3293,7253,1,44375.01
inference,218.52,2494.71,2705.02,3126,6852,1,44593.53
inference,217.95,2232.79,2419.58,2996,6919,1,44811.479999999996
inference,218.25,2215.17,2396.79,3102,6965,1,45029.729999999996
inference,219.11,2373.29,2550.57,3263,6493,1,45248.84
inference,219.3,2430.35,2638.02,3251,6015,1,45468.14
inference,218.34,2387.5,2630.38,3293,6019,1,45686.479999999996
inference,219.02,2446.28,2631.25,3242,6142,1,45905.5
inference,218.48,2419.98,2606.07,3254,6114,1,46123.979999999996
inference,218.94,2504.04,2696.47,3270,7035,1,46342.92
inference,218.45,2358.01,2599.99,3314,6856,1,46561.369999999995
inference,218.16,2518.05,2806.83,3392,6931,1,46779.53
inference,218.07,2489.84,2679.1,3178,7009,1,46997.6
inference,218.39,2272.47,2455.11,2981,6979,1,47215.99
inference,218.04,2215.69,2401.52,3077,7473,1,47434.03
inference,219.71,2387.4,2610.81,3300,6705,1,47653.74
inference,219.56,2347.69,2531.75,3257,6208,1,47873.299999999996
inference,218.79,2345.59,2540.72,3213,6144,1,48092.09
inference,219.24,2418.66,2605.37,3202,6179,1,48311.33
inference,218.62,2324.63,2543.32,3207,6194,1,48529.95
inference,217.97,2448.43,2633.99,3230,6642,1,48747.92
inference,218.73,2287.01,2499.92,3118,7497,1,48966.65
inference,219.1,2460.15,2644.0,3227,6602,1,49185.75
inference,218.76,2332.23,2510.86,3227,7024,1,49404.509999999995
inference,218.62,2455.59,2689.5,3097,7063,1,49623.13
inference,217.75,2183.24,2366.3,2957,7090,1,49840.88
inference,217.99,2212.7,2400.38,3032,7499,1,50058.869999999995
inference,219.47,2260.94,2456.74,3230,6757,1,50278.34
inference,219.81,2395.64,2579.62,3253,6479,1,50498.15
inference,218.53,2314.77,2535.17,3135,6346,1,50716.68
inference,219.44,2247.78,2436.66,3154,6329,1,50936.119999999995
tokenizer,216.95,0.77,185.44,129,0,2,0.0
tokenizer,236.19,0.51,90.19,106,0,2,236.19
tokenizer,233.57,0.28,139.53,167,0,2,469.76000000000005
tokenizer,236.52,0.3,85.41,326,60,2,706.28
tokenizer,241.06,255.39,747.45,875,0,2,947.3399999999999
model load,217.4,0.49,189.45,133,0,2,1164.74
model load,236.68,0.49,118.47,144,0,2,1401.4199999999998
model load,229.41,0.39,85.42,122,8,2,1630.83
model load,231.82,0.32,103.53,134,0,2,1862.6499999999999
model load,235.6,39.08,136.37,238,0,2,2098.25
model load,229.73,340.54,12881.14,15131,0,2,2327.98
model load,216.59,9625.67,10049.39,12521,0,2,2544.57
model load,218.39,3776.09,4268.26,8031,78,2,2762.96
model load,218.37,3681.42,4219.45,8430,96,2,2981.33
model load,217.88,3840.66,4361.37,9138,69,2,3199.21
model load,218.38,4112.27,4697.99,9538,78,2,3417.59
model load,218.98,3651.46,4162.21,8165,101,2,3636.57
model load,219.48,4152.57,4776.91,9482,41,2,3856.05
model load,218.04,3578.15,4056.12,8109,87,2,4074.09
model load,218.18,3844.98,4390.99,9066,96,2,4292.27
model load,218.3,3634.23,4111.91,8236,83,2,4510.57
model load,217.93,4142.73,4756.04,9489,69,2,4728.5
model load,218.54,3567.42,4097.5,8067,64,2,4947.04
model load,219.01,4146.51,4697.74,9488,124,2,5166.05
model load,218.32,3356.46,3809.6,7503,55,2,5384.37
model load,218.29,4127.91,4726.63,9716,55,2,5602.66
model load,218.72,3691.78,4179.42,8097,69,2,5821.38
model load,218.35,3907.54,4569.71,9237,73,2,6039.7300000000005
model load,218.49,3369.58,3966.55,7543,124,2,6258.22
model load,216.55,3160.84,3932.31,9873,69,2,6474.77
model load,217.03,3055.75,3850.94,8847,5,2,6691.8
model load,218.1,3194.41,3906.97,8588,78,2,6909.900000000001
model load,217.59,3036.98,3741.36,8543,14,2,7127.49
model load,218.75,2679.24,3394.07,7031,41,2,7346.24
model load,219.1,2029.44,2562.59,5007,27,2,7565.34
model load,216.57,2734.56,3576.6,7342,73,2,7781.91
model load,219.93,2187.75,3846.75,9226,0,2,8001.839999999999
model load,371.87,84.5,1655.23,4854,64,2,8373.71
model load,505.22,819.55,2314.5,3583,0,2,8878.929999999998
model load,221.46,3036.93,3915.68,8932,18,2,9100.39
model load,217.96,1679.8,2608.56,4804,32,2,9318.349999999999
model load,217.73,2663.49,3363.48,7955,18,2,9536.08
model load,217.14,3097.77,3821.88,9036,92,2,9753.22
model load,218.54,3252.82,4013.27,8946,28,2,9971.759999999998
model load,218.12,3208.15,3962.64,9247,23,2,10189.88
model load,217.98,2209.92,3126.5,6904,28,2,10407.859999999999
model load,218.52,3299.04,4092.54,9679,55,2,10626.38
model load,219.17,4574.72,5007.13,6561,27,2,10845.55
model load,217.36,71.05,1517.83,2673,114,2,11062.91
model load,227.67,39.36,1631.57,2534,14,2,11290.58
model load,221.61,2348.37,3153.1,5406,0,2,11512.189999999999
model load,219.33,3126.63,3880.14,9187,95,2,11731.519999999999
model load,217.32,3061.31,4001.25,9433,32,2,11948.84
model load,216.59,559.38,2041.01,3952,64,2,12165.429999999998
model load,220.02,1780.23,2882.3,5813,9,2,12385.449999999999
model load,218.05,3089.47,3960.73,10016,27,2,12603.5
model load,217.16,3123.77,3969.33,8759,18,2,12820.66
model load,217.78,680.12,1003.69,1313,51,2,13038.439999999999
pipeline load,216.54,0.65,191.93,134,0,2,13254.98
pipeline load,236.09,0.55,100.29,144,0,2,13491.07
pipeline load,235.67,0.33,89.04,106,13,2,13726.74
pipeline load,236.55,0.4,113.28,148,0,2,13963.289999999999
inference,217.71,1021.16,1205.72,1695,0,2,14181.0
inference,217.75,1163.43,1368.87,1763,0,2,14398.75
inference,217.46,1106.39,1936.23,1899,37,2,14616.21
inference,217.63,1059.69,1319.17,1732,235,2,14833.84
inference,217.88,1169.93,2900.62,3640,23,2,15051.72
inference,217.8,1201.34,3113.1,3714,243,2,15269.519999999999
inference,218.12,1066.24,1280.62,1719,624,2,15487.64
inference,217.73,1224.69,1422.21,2035,73,2,15705.369999999999
inference,217.92,1081.75,1410.31,1790,1038,2,15923.289999999999
inference,218.18,1324.63,1515.26,1957,50,2,16141.47
inference,217.55,1214.92,1397.95,1908,843,2,16359.02
inference,217.56,1113.69,1375.2,1816,689,2,16576.579999999998
inference,217.44,1654.23,2212.75,2865,0,2,16794.02
inference,217.48,1566.6,1798.16,2593,3265,2,17011.5
inference,218.35,2380.51,2599.62,3824,1890,2,17229.85
inference,218.11,2737.97,2968.52,3361,1937,2,17447.96
inference,218.01,2711.75,2896.9,3326,7721,2,17665.969999999998
inference,218.14,2658.15,2993.21,3502,7119,2,17884.11
inference,216.96,2838.61,3020.89,3388,6844,2,18101.07
inference,217.53,2609.99,2805.43,3498,8564,2,18318.6
inference,218.06,2616.43,2793.4,3238,6896,2,18536.66
inference,217.99,2840.0,3020.85,3344,6883,2,18754.649999999998
inference,218.36,2790.01,3019.89,3609,8399,2,18973.01
inference,217.96,2627.35,2807.49,3216,7208,2,19190.969999999998
inference,218.02,2687.7,2873.0,3302,6827,2,19408.989999999998
inference,217.95,2770.58,2951.5,3505,8421,2,19626.94
inference,218.22,2577.92,2804.68,3231,6928,2,19845.16
inference,217.15,2848.89,3034.72,3569,6695,2,20062.309999999998
inference,218.28,2533.47,2710.53,3157,7898,2,20280.59
inference,217.66,2988.48,3177.3,3492,6208,2,20498.25
inference,217.86,2595.62,2907.19,3530,8275,2,20716.11
inference,218.07,2633.44,2848.91,3233,6279,2,20934.18
inference,217.92,2661.26,2844.98,3478,8071,2,21152.1
inference,217.99,2602.05,2817.09,3170,6824,2,21370.09
inference,217.66,2820.81,3002.81,3510,7119,2,21587.75
inference,218.27,2486.25,2669.79,3088,7392,2,21806.02
inference,218.01,2791.75,2970.71,3537,6583,2,22024.03
inference,218.47,2502.72,2677.26,3099,7890,2,22242.5
inference,217.21,2922.21,3157.77,3545,6330,2,22459.71
inference,218.1,2360.01,2544.25,3219,8448,2,22677.809999999998
inference,218.14,2795.42,3017.43,3273,6813,2,22895.95
inference,217.69,2614.08,2791.11,3454,8064,2,23113.64
inference,218.08,2773.52,2966.85,3274,6417,2,23331.719999999998
inference,217.51,2479.18,2661.01,3227,7745,2,23549.23
inference,216.86,2709.4,2912.03,3537,5172,2,23766.09
inference,218.16,2486.68,2714.58,3048,7728,2,23984.25
inference,217.48,2654.17,2853.03,3426,6724,2,24201.73
inference,218.18,2774.14,2950.95,3218,6116,2,24419.91
inference,217.42,2379.37,2564.49,3174,8108,2,24637.329999999998
inference,218.05,2802.48,3018.14,3472,5137,2,24855.38
inference,218.31,2387.09,2568.93,3028,7539,2,25073.69
inference,218.16,2715.06,2899.67,3369,7100,2,25291.85
inference,218.18,2681.53,2909.96,3529,5427,2,25510.03
inference,218.0,2283.7,2514.74,2803,7737,2,25728.03
inference,218.41,2437.75,2654.81,3292,6491,2,25946.44
inference,217.13,2746.74,2928.36,3482,5160,2,26163.57
inference,218.25,2482.01,2696.16,3038,7733,2,26381.82
inference,218.21,2677.62,2859.34,3387,6919,2,26600.03
inference,218.19,2759.92,2984.34,3529,5508,2,26818.219999999998
inference,218.39,2328.57,2520.62,2949,8130,2,27036.61
inference,218.13,2653.4,3071.47,3681,6301,2,27254.739999999998
inference,218.19,2785.19,2999.88,3511,6171,2,27472.93
inference,217.95,2344.71,2529.57,2946,7764,2,27690.88
inference,217.7,2592.13,2804.7,3482,6176,2,27908.579999999998
inference,218.3,2809.17,2992.22,3280,6481,2,28126.88
inference,217.15,2275.49,2504.63,3191,7778,2,28344.03
inference,217.91,2668.18,2880.86,3492,6047,2,28561.94
inference,217.79,2673.42,3022.4,3379,7274,2,28779.73
inference,218.51,2421.69,2851.29,3606,7778,2,28998.239999999998
inference,217.96,2689.59,2962.11,3606,5464,2,29216.2
inference,217.97,2525.63,3056.71,3597,7433,2,29434.17
inference,217.9,2477.74,4127.81,4970,7758,2,29652.07
inference,217.78,2638.99,3303.35,3990,5447,2,29869.85
inference,218.14,2508.45,2866.97,3090,7953,2,30087.989999999998
inference,218.3,2517.24,2868.55,3541,7628,2,30306.29
inference,217.22,2642.28,3170.39,3803,5543,2,30523.51
inference,218.37,2367.75,2798.11,3201,8006,2,30741.88
inference,218.31,2582.25,2965.72,3733,7400,2,30960.19
inference,217.83,2648.15,3518.47,4219,5863,2,31178.02
inference,220.1,2341.99,2572.59,3026,8410,2,31398.12
inference,218.58,2546.74,2751.05,3349,6715,2,31616.7
inference,217.6,2518.36,2756.76,3419,5307,2,31834.3
inference,218.14,2782.27,2972.73,3415,6742,2,32052.44
inference,218.16,2533.98,2743.24,3177,7225,2,32270.6
inference,217.58,2279.42,2499.46,3171,6766,2,32488.18
inference,218.35,2557.04,2750.9,3302,5814,2,32706.530000000002
inference,217.93,2523.65,2738.77,3350,5317,2,32924.46000000001
inference,217.91,2558.97,2748.37,3359,5447,2,33142.37
inference,218.26,2656.05,2849.14,3404,6503,2,33360.630000000005
inference,218.46,2619.06,2796.82,3191,7161,2,33579.090000000004
inference,217.79,2162.6,2347.57,2966,6665,2,33796.880000000005
inference,219.21,2408.9,4855.87,6929,6392,2,34016.090000000004
inference,218.51,2505.76,5016.46,5734,5465,2,34234.600000000006
inference,218.18,2481.91,2757.24,3442,5414,2,34452.780000000006
inference,218.59,2554.19,2745.51,3257,5482,2,34671.37
inference,217.32,2478.84,2697.69,3391,6478,2,34888.69
inference,218.16,2612.08,3015.28,3736,6649,2,35106.850000000006
inference,219.18,2596.85,3395.78,3983,6537,2,35326.030000000006
inference,217.62,2183.94,2423.06,3014,6415,2,35543.65
inference,219.12,2371.99,2558.23,3263,6727,2,35762.770000000004
inference,218.38,2549.25,3694.18,4597,5481,2,35981.15
inference,218.91,2488.86,2994.25,3517,5582,2,36200.060000000005
inference,218.06,2550.06,2792.53,3384,5523,2,36418.12
inference,218.39,2544.57,2734.19,3366,6118,2,36636.51
inference,218.28,2508.18,2690.9,3321,7102,2,36854.79
inference,218.58,2676.64,2858.99,3198,6684,2,37073.37
inference,217.97,2185.03,2371.46,2904,6666,2,37291.340000000004
inference,218.68,2371.79,2602.36,3302,6767,2,37510.020000000004
inference,218.67,2465.1,2651.25,3274,5712,2,37728.69
inference,218.04,2468.01,2686.05,3298,5602,2,37946.73
inference,218.15,2460.56,2648.92,3259,5692,2,38164.880000000005
inference,217.49,2509.47,2690.69,3306,5964,2,38382.37
inference,218.27,2542.76,2732.23,3299,6685,2,38600.64
inference,218.11,2492.39,2719.83,3352,6652,2,38818.75
inference,218.03,2540.92,2731.36,3137,7088,2,39036.780000000006
inference,217.7,2260.2,2445.18,2995,6687,2,39254.48
inference,218.38,2327.32,2536.22,3279,6702,2,39472.86
inference,218.69,2461.3,2645.0,3283,5770,2,39691.55
inference,218.86,2484.21,2665.6,3244,5702,2,39910.41
inference,219.09,2472.91,2660.41,3286,5707,2,40129.5
inference,218.25,2444.7,2688.31,3308,5783,2,40347.75
inference,218.09,2558.37,2743.99,3338,6612,2,40565.840000000004
inference,218.19,2545.63,2731.97,3332,6708,2,40784.030000000006
inference,218.38,2549.96,2732.65,3311,6733,2,41002.41
inference,218.34,2389.51,2568.59,2995,7107,2,41220.75
inference,217.63,2257.99,2482.65,3088,6737,2,41438.380000000005
inference,218.83,2318.92,2503.5,3258,6447,2,41657.21000000001
inference,219.04,2460.21,2666.8,3269,6037,2,41876.25
inference,218.01,2411.6,2703.0,3463,5816,2,42094.26
inference,218.5,2483.4,2733.32,3336,5871,2,42312.76
inference,218.18,2421.99,2631.69,3236,5950,2,42530.94
inference,217.83,2514.09,2699.29,3278,6183,2,42748.770000000004
inference,218.25,2379.46,2564.85,3271,6762,2,42967.020000000004
inference,218.16,2549.26,2738.77,3305,6790,2,43185.18
inference,218.27,2544.82,2759.39,3340,7178,2,43403.450000000004
inference,218.26,2387.31,2570.71,2969,6808,2,43621.71000000001
inference,217.7,2259.98,2442.84,3032,6831,2,43839.41
inference,218.7,2321.4,2503.85,3269,6817,2,44058.11
inference,219.56,2449.9,2647.8,3261,5944,2,44277.670000000006
inference,219.0,2384.3,2623.16,3274,5930,2,44496.670000000006
inference,218.95,2521.68,2710.81,3307,6046,2,44715.62
inference,218.85,2423.26,2613.02,3276,5983,2,44934.47
inference,218.09,2512.94,2709.78,3274,6324,2,45152.560000000005
inference,218.22,2374.83,2702.57,3423,7203,2,45370.780000000006
inference,218.57,2493.98,2685.35,3262,6956,2,45589.350000000006
inference,219.25,2537.27,2721.63,3325,6831,2,45808.600000000006
inference,219.06,2352.69,2591.32,2972,6892,2,46027.66
inference,217.61,2209.45,2444.83,3038,7372,2,46245.270000000004
inference,219.39,2303.44,2526.37,3291,6603,2,46464.66
inference,219.45,2434.09,2637.69,3254,6363,2,46684.11
inference,219.41,2384.34,2574.59,3236,6065,2,46903.520000000004
inference,218.77,2396.97,2585.88,3259,6085,2,47122.29
inference,218.87,2468.36,2708.83,3290,6116,2,47341.16
inference,217.89,2359.22,2556.51,3268,6387,2,47559.05
inference,218.45,2528.1,2732.24,3278,6994,2,47777.5
inference,218.49,2343.65,2562.19,3272,7237,2,47995.990000000005
inference,218.55,2517.08,2710.68,3272,6984,2,48214.54
inference,218.03,2546.55,2739.44,3156,6950,2,48432.57
inference,218.8,2211.0,2396.01,2971,7045,2,48651.37
inference,218.6,2203.45,2451.02,3234,7052,2,48869.97
inference,220.13,2311.93,2581.25,3275,7146,2,49090.100000000006
inference,220.28,2328.05,2535.73,3219,6174,2,49310.380000000005
inference,219.34,2319.38,2556.68,3237,6215,2,49529.72
inference,218.64,2337.24,2523.59,3197,6269,2,49748.36
inference,219.08,2409.37,2625.99,3209,6271,2,49967.44
inference,218.27,2319.4,2506.18,3221,6450,2,50185.71000000001
inference,218.67,2456.75,2642.69,3215,7504,2,50404.380000000005
inference,218.67,2477.08,2661.57,3229,7056,2,50623.05
inference,218.7,2307.4,2542.02,3256,7079,2,50841.75
inference,218.67,2524.94,2715.2,3110,7110,2,51060.420000000006
inference,218.2,2173.86,2370.91,2974,7486,2,51278.62
inference,218.37,2173.5,2402.26,3027,7149,2,51496.990000000005
inference,219.97,2240.69,2424.82,3173,7107,2,51716.96000000001
tokenizer,216.88,0.52,210.21,148,0,3,0.0
tokenizer,230.04,0.46,128.07,161,0,3,230.03999999999996
tokenizer,235.94,0.37,75.36,119,48,3,465.98
tokenizer,231.42,0.31,96.44,112,0,3,697.4
tokenizer,235.95,79.31,190.16,250,0,3,933.35
model load,216.8,0.53,204.34,148,0,3,1150.15
model load,232.01,0.49,80.62,112,0,3,1382.1599999999999
model load,236.52,0.42,86.97,110,0,3,1618.6799999999998
model load,235.23,0.3,133.18,153,0,3,1853.9099999999999
model load,235.12,7.95,84.3,132,34,3,2089.0299999999997
model load,236.36,1010.66,4276.19,5555,0,3,2325.39
model load,216.86,16213.45,16414.48,18362,51,3,2542.25
model load,217.69,3719.56,4172.35,6459,0,3,2759.94
model load,218.32,4148.51,4720.52,9445,69,3,2978.2599999999998
model load,218.59,3722.36,4235.78,8349,73,3,3196.85
model load,219.56,4139.94,4743.62,9396,110,3,3416.41
model load,217.53,3636.03,4117.6,8036,64,3,3633.94
model load,217.49,4003.43,4603.71,9122,74,3,3851.43
model load,218.5,3624.52,4067.71,8174,83,3,4069.9300000000003
model load,219.03,4173.76,4794.51,9656,69,3,4288.96
model load,219.66,3476.33,3986.88,7835,96,3,4508.62
model load,219.19,4131.26,4740.2,9494,64,3,4727.8099999999995
model load,219.38,3741.95,4301.22,8073,87,3,4947.19
model load,217.84,3759.86,4245.92,8681,87,3,5165.03
model load,218.85,4151.41,4800.54,9330,92,3,5383.88
model load,218.28,3260.81,3675.61,7628,55,3,5602.16
model load,218.44,4110.62,4713.98,9407,73,3,5820.599999999999
model load,219.43,3473.72,3971.66,7615,119,3,6040.03
model load,218.99,4147.88,4694.11,9334,68,3,6259.0199999999995
model load,218.53,2650.22,3396.04,6686,78,3,6477.55
model load,217.67,3163.8,3884.93,9087,50,3,6695.22
model load,217.96,2963.2,3767.08,8639,41,3,6913.18
model load,218.44,3089.58,3826.92,8263,50,3,7131.62
model load,218.99,3142.89,3960.8,9146,41,3,7350.61
model load,217.45,2402.82,3121.95,7064,46,3,7568.0599999999995
model load,219.49,1851.43,2269.16,4360,46,3,7787.55
model load,218.59,3032.67,4103.81,8614,68,3,8006.14
model load,217.28,2422.96,3875.93,10006,14,3,8223.42
model load,218.29,125.83,2232.98,4522,32,3,8441.710000000001
model load,290.0,32.73,1684.76,3121,0,3,8731.710000000001
model load,319.87,274.88,1379.86,2579,10,3,9051.58
model load,218.69,2194.23,3368.15,7376,16,3,9270.27
model load,219.03,2463.51,3189.5,6693,14,3,9489.300000000001
model load,217.84,1464.21,2712.01,5568,27,3,9707.140000000001
model load,218.53,2717.04,3736.94,8191,55,3,9925.67
model load,219.86,3158.33,5078.34,9251,50,3,10145.53
model load,218.58,3167.03,4177.68,9264,91,3,10364.11
model load,218.02,2513.73,3409.56,7563,46,3,10582.130000000001
model load,217.07,2792.17,3720.92,8601,41,3,10799.2
model load,217.19,3158.28,4069.89,9204,51,3,11016.390000000001
model load,217.65,3241.48,4075.75,9235,41,3,11234.04
model load,217.79,2245.97,4483.8,9105,28,3,11451.830000000002
model load,306.7,73.31,1645.22,2335,37,3,11758.53
model load,225.67,3024.62,3796.93,8282,39,3,11984.2
model load,217.01,165.49,1659.48,2682,18,3,12201.210000000001
model load,219.8,1907.32,2875.4,6497,37,3,12421.01
model load,218.61,3270.17,4053.68,8975,23,3,12639.62
model load,218.19,2764.9,3729.26,8639,14,3,12857.810000000001
model load,217.55,3066.45,3918.82,6913,50,3,13075.36
model load,219.93,3363.67,3800.61,4679,32,3,13295.29
model load,217.38,335.35,590.18,768,114,3,13512.67
pipeline load,216.63,0.74,229.74,291,0,3,13729.300000000001
pipeline load,220.6,1.07,206.71,150,0,3,13949.900000000001
pipeline load,237.17,0.34,77.89,122,0,3,14187.070000000002
pipeline load,235.34,0.27,88.11,110,0,3,14422.410000000002
inference,218.07,1144.15,1373.25,1830,18,3,14640.480000000001
inference,217.57,1035.64,1270.14,1710,41,3,14858.050000000001
inference,217.9,1190.47,1375.28,1827,0,3,15075.95
inference,217.52,1078.96,1263.37,1692,243,3,15293.470000000001
inference,218.31,1162.12,1440.7,1901,0,3,15511.78
inference,217.69,1172.07,1431.12,1939,224,3,15729.470000000001
inference,217.4,1408.73,1824.86,2309,763,3,15946.87
inference,217.79,1146.26,1501.96,2016,2442,3,16164.660000000002
inference,218.33,1066.9,1344.78,1754,652,3,16382.99
inference,219.04,1433.3,3318.09,4186,0,3,16602.03
inference,218.79,2567.93,3015.72,4529,3260,3,16820.82
inference,217.79,2786.5,2983.58,3820,4077,3,17038.61
inference,218.2,2748.58,2976.75,3373,6217,3,17256.809999999998
inference,217.4,2852.34,3035.42,3385,7149,3,17474.21
inference,217.67,2807.72,2991.14,3583,8372,3,17691.879999999997
inference,218.16,2650.56,2831.17,3277,7144,3,17910.039999999997
inference,218.16,2759.29,2938.59,3374,6821,3,18128.2
inference,217.95,2806.62,3038.27,3629,8187,3,18346.149999999998
inference,218.59,2583.5,2763.38,3253,7759,3,18564.739999999998
inference,218.18,2785.63,3021.37,3382,6926,3,18782.92
inference,217.49,2865.03,3050.58,3591,7819,3,19000.41
inference,218.19,2491.12,2690.14,3167,7720,3,19218.6
inference,217.95,2898.33,3080.66,3359,6352,3,19436.55
inference,217.49,2591.47,2812.88,3462,8314,3,19654.039999999997
inference,218.2,2635.66,2815.88,3217,6382,3,19872.239999999998
inference,217.76,2782.24,2979.77,3536,7699,3,20090.0
inference,218.22,2663.45,2853.13,3203,7104,3,20308.219999999998
inference,217.48,2884.7,3067.14,3582,6691,3,20525.7
inference,218.42,2434.1,2673.04,3145,7702,3,20744.12
inference,217.03,2571.14,2785.78,3377,6281,3,20961.149999999998
inference,218.42,2577.16,2767.43,3113,7561,3,21179.57
inference,217.02,2866.33,3052.95,3566,6405,3,21396.59
inference,218.84,2501.23,2685.71,3116,8515,3,21615.43
inference,218.42,2809.31,3026.1,3392,6288,3,21833.85
inference,217.63,2498.77,2710.72,3400,8360,3,22051.48
inference,218.31,2682.74,2878.22,3252,6465,3,22269.789999999997
inference,217.51,2823.17,3196.59,3779,8071,3,22487.3
inference,218.32,2538.01,2765.33,3183,6850,3,22705.62
inference,217.52,2730.06,2921.34,3457,7498,3,22923.14
inference,218.07,2673.67,2858.86,3169,6671,3,23141.21
inference,218.03,2503.47,2694.69,3353,7681,3,23359.239999999998
inference,217.9,2769.42,2960.76,3474,5270,3,23577.14
inference,218.32,2388.34,2638.11,3014,7728,3,23795.46
inference,217.43,2736.54,2920.01,3399,6358,3,24012.89
inference,218.2,2650.34,2876.71,3222,6756,3,24231.09
inference,217.54,2331.96,2558.42,3126,7732,3,24448.629999999997
inference,218.42,2716.57,2927.38,3443,5043,3,24667.05
inference,218.21,2547.25,2731.2,3070,7115,3,24885.26
inference,217.23,2626.7,2806.03,3411,7598,3,25102.489999999998
inference,217.07,2746.54,2925.22,3483,4981,3,25319.559999999998
inference,218.1,2449.49,2634.17,2985,7749,3,25537.66
inference,217.86,2664.92,2905.0,3429,7015,3,25755.52
inference,218.02,2726.76,2905.47,3504,5894,3,25973.539999999997
inference,218.1,2377.0,2594.94,3003,7678,3,26191.64
inference,217.87,2639.73,2828.58,3415,6424,3,26409.51
inference,218.25,2773.66,2975.43,3473,6040,3,26627.76
inference,217.9,2332.26,2519.06,2960,7615,3,26845.66
inference,217.62,2659.29,2837.93,3405,6352,3,27063.28
inference,218.1,2836.29,3072.22,3448,6626,3,27281.379999999997
inference,218.27,2276.19,2454.93,3037,7744,3,27499.649999999998
inference,217.8,2651.09,2873.13,3485,5860,3,27717.45
inference,218.34,2673.77,2910.0,3325,6910,3,27935.789999999997
inference,217.35,2372.96,2559.44,3230,7772,3,28153.14
inference,217.8,2746.8,2932.28,3471,5710,3,28370.94
inference,218.14,2597.48,2853.93,3241,7162,3,28589.079999999998
inference,217.41,2453.7,2741.54,3431,8201,3,28806.489999999998
inference,217.38,2643.47,2826.68,3464,5262,3,29023.87
inference,218.33,2491.9,2671.84,2995,7821,3,29242.2
inference,218.24,2562.63,2743.7,3423,7621,3,29460.44
inference,217.58,2826.51,3040.46,3562,5553,3,29678.02
inference,218.13,2235.41,2421.42,2907,8061,3,29896.149999999998
inference,218.11,2570.85,2751.04,3411,7202,3,30114.26
inference,217.82,2800.01,3045.59,3535,6460,3,30332.079999999998
inference,217.7,2270.95,2526.43,3124,8080,3,30549.78
inference,217.29,2586.72,2795.86,3438,6472,3,30767.07
inference,217.91,2712.3,2900.8,3189,7004,3,30984.98
inference,217.43,2285.0,2504.43,3146,8100,3,31202.41
inference,217.59,2492.54,2670.64,3323,6057,3,31420.0
inference,217.81,2646.04,2925.13,3434,5354,3,31637.809999999998
inference,218.55,2585.93,2892.04,3436,6859,3,31856.36
inference,218.45,2644.47,2831.96,3227,6822,3,32074.809999999998
inference,217.65,2162.37,2352.13,3000,6798,3,32292.46
inference,218.15,2614.73,2801.21,3369,6216,3,32510.61
inference,217.37,2548.78,2761.44,3372,5340,3,32727.98
inference,217.68,2500.86,2691.46,3358,5465,3,32945.66
inference,218.13,2647.05,2833.63,3356,6202,3,33163.79
inference,217.41,2589.7,2783.57,3362,7166,3,33381.200000000004
inference,218.59,2325.66,2506.58,2887,6688,3,33599.79
inference,217.79,2373.56,2609.41,3292,6720,3,33817.58
inference,218.44,2430.34,2619.77,3278,5634,3,34036.020000000004
inference,218.09,2542.15,2734.11,3292,5425,3,34254.11
inference,217.44,2555.54,2741.34,3316,5493,3,34471.55
inference,218.1,2502.04,2723.5,3379,6908,3,34689.65
inference,218.15,2669.49,2860.04,3383,6777,3,34907.8
inference,218.06,2361.17,2537.4,2912,6702,3,35125.86
inference,217.56,2301.88,2478.15,3153,6727,3,35343.420000000006
inference,218.33,2549.27,2727.44,3307,5833,3,35561.75
inference,217.52,2492.41,2723.8,3319,5515,3,35779.270000000004
inference,217.93,2504.71,2684.2,3327,5646,3,35997.200000000004
inference,217.4,2515.81,2695.0,3339,6121,3,36214.600000000006
inference,218.29,2672.15,2852.47,3358,6762,3,36432.89
inference,218.24,2516.49,2726.73,3354,6743,3,36651.130000000005
inference,217.8,2397.16,2576.41,2911,6763,3,36868.93
inference,217.52,2292.59,2471.28,3144,6772,3,37086.450000000004
inference,218.4,2451.58,2679.15,3251,5986,3,37304.850000000006
inference,216.93,2281.11,2616.03,3301,5636,3,37521.780000000006
inference,217.76,2399.68,2636.16,3329,5661,3,37739.54
inference,218.29,2559.23,2740.44,3257,5731,3,37957.83
inference,217.29,2525.17,2741.25,3350,5960,3,38175.12
inference,217.99,2529.12,2707.01,3303,6751,3,38393.11
inference,217.88,2537.16,2717.49,3314,6688,3,38610.990000000005
inference,218.11,2539.51,2747.9,3191,6701,3,38829.100000000006
inference,217.58,2245.96,2422.25,2969,6685,3,39046.68
inference,217.87,2340.91,2561.57,3241,7183,3,39264.55
inference,218.8,2403.97,2582.72,3272,5866,3,39483.350000000006
inference,218.76,2492.98,2673.66,3273,5722,3,39702.11
inference,217.88,2531.39,2717.56,3300,5741,3,39919.990000000005
inference,217.94,2472.09,2648.07,3322,5792,3,40137.93
inference,217.59,2519.65,2753.27,3323,6025,3,40355.520000000004
inference,217.84,2563.87,2739.48,3323,7197,3,40573.36
inference,217.95,2558.24,2746.91,3326,6743,3,40791.310000000005
