event,timestamp,python3.11,ALL_TASKS,cpu,gpu,cycle,accumulated_time
inference,218.64,2730.33,2943.39,3435,7104,0,41536.35
inference,216.74,2830.17,3084.91,3746,5850,0,41753.09
inference,218.6,2682.4,2857.77,3435,6769,0,41971.69
inference,217.66,2699.03,2920.72,3731,6290,0,42189.35
inference,218.48,2803.32,3016.9,3511,5858,0,42407.83
inference,217.98,2722.23,2948.45,3840,7227,0,42625.81
inference,218.37,2821.68,3033.47,3682,5060,0,42844.18
inference,218.5,2390.27,2662.2,3336,7854,0,43062.68
inference,217.58,2803.23,3015.28,3764,4604,0,43280.26
inference,217.34,2713.97,2933.44,3598,6995,0,43497.6
inference,217.99,2826.88,3038.62,3817,6244,0,43715.59
inference,218.2,2683.85,3180.55,3941,6147,0,43933.79
inference,217.95,2831.45,3182.54,4125,7172,0,44151.74
inference,218.18,2830.12,3089.97,3804,5497,0,44369.92
inference,217.97,2675.43,2952.14,3877,7659,0,44587.89
inference,218.23,2908.4,3198.55,3739,5579,0,44806.12
inference,217.55,2507.37,2788.45,3751,7822,0,45023.67
inference,218.07,3038.29,3327.11,3724,5235,0,45241.74
inference,217.62,2433.81,2970.9,3552,7929,0,45459.36
inference,216.9,2767.51,3724.99,4804,5032,0,45676.26
inference,219.56,2745.46,3398.64,3894,8211,0,45895.82
inference,217.37,2888.94,3198.18,3915,5425,0,46113.19
inference,218.33,2493.03,2780.85,3421,7862,0,46331.52
inference,217.66,2732.59,3469.13,4369,5693,0,46549.18
inference,218.02,2682.41,3065.63,3848,4590,0,46767.2
inference,217.86,2811.35,3117.87,3801,5775,0,46985.06
inference,218.13,2519.58,2813.25,3507,6711,0,47203.19
inference,217.72,2748.63,3077.34,3771,5744,0,47420.91
inference,217.58,2712.65,3374.66,3806,4602,0,47638.49
inference,217.93,2781.59,3369.37,3850,6094,0,47856.42
inference,218.15,2535.59,2892.92,3461,6598,0,48074.57
inference,217.31,2663.65,2994.06,3723,5790,0,48291.88
inference,217.87,2704.39,2991.74,3727,4625,0,48509.75
inference,218.11,2771.64,3056.75,3741,5857,0,48727.86
inference,218.12,2459.27,2738.99,3342,6909,0,48945.98
inference,218.13,2748.02,3068.97,3741,5726,0,49164.11
inference,217.13,2676.82,2968.06,3680,4644,0,49381.24
inference,218.11,2814.57,3138.43,3883,5402,0,49599.35
inference,218.2,2659.65,2949.53,3538,6648,0,49817.55
inference,217.79,2559.32,2854.78,3701,6609,0,50035.34
inference,217.85,2652.03,2939.81,3801,4725,0,50253.19
inference,217.52,2682.05,2927.53,3710,4737,0,50470.71
inference,218.02,2834.19,3123.13,3802,6441,0,50688.73
inference,217.79,2538.83,2843.61,3458,6495,0,50906.52
inference,217.79,2745.67,3054.5,3760,5909,0,51124.31
inference,217.8,2665.45,2978.88,3788,4743,0,51342.11
inference,217.84,2834.61,3127.83,3957,5096,0,51559.95
inference,218.78,2635.27,3281.77,4091,6978,0,51778.73
inference,217.69,2540.02,2846.83,3491,6367,0,51996.42
inference,217.81,2705.25,3196.02,4045,5366,0,52214.23
inference,217.95,2657.09,3410.01,4377,4807,0,52432.18
inference,217.36,2275.61,3255.94,4463,5033,0,52649.54
inference,218.03,2746.69,3887.91,4963,5199,0,52867.57
inference,218.17,2668.67,3752.09,4950,5949,0,53085.74
inference,224.41,2479.57,3563.52,4808,5794,0,53310.15
inference,219.11,2442.45,3367.74,4281,6150,0,53529.26
inference,218.49,2368.38,2966.7,3799,5376,0,53747.75
inference,217.95,2733.38,3735.0,4359,5163,0,53965.7
inference,217.42,1232.16,3387.74,4981,4877,0,54183.12
inference,219.79,2174.82,2973.52,3749,649,0,54402.91
inference,218.32,2532.26,5603.28,8437,6183,0,54621.23
inference,218.58,2785.41,3557.51,4927,5693,0,54839.81
inference,219.59,2472.34,4377.98,4959,6519,0,55059.4
inference,218.8,2615.6,3741.89,5320,5014,0,55278.2
inference,218.14,2484.6,3302.87,4846,4982,0,55496.34
inference,218.51,2684.51,3465.99,4265,4965,0,55714.85
inference,217.52,2673.98,101169.22,5678,6013,0,55932.37
inference,218.12,2775.03,3498.93,4470,6238,0,56150.49
inference,218.45,2552.46,3478.75,4642,6235,0,56368.94
inference,218.13,2549.1,4312.65,6757,6207,0,56587.07
inference,218.01,2688.58,2898.25,3670,5066,0,56805.08
inference,218.68,2738.22,14761.09,6832,4945,0,57023.76
inference,218.66,2451.5,6049.93,8946,5346,0,57242.42
inference,218.58,2856.57,3104.53,4328,5584,0,57461.0
inference,220.73,2755.53,4146.41,5373,7009,0,57681.73
inference,218.62,2410.55,4052.18,6267,6501,0,57900.35
inference,219.75,2464.08,4186.85,5629,5681,0,58120.1
inference,218.67,2550.19,4051.01,6064,5001,0,58338.77
inference,218.49,2739.23,2974.84,3758,5026,0,58557.26
inference,218.64,2622.82,4216.3,6458,5071,0,58775.9
inference,219.6,2736.43,5276.5,7505,6376,0,58995.5
inference,218.82,2568.79,4460.4,6430,6125,0,59214.32
inference,218.99,2605.85,4151.2,6188,6475,0,59433.31
inference,221.38,2484.91,3790.01,5019,5982,0,59654.69
inference,218.71,2637.71,4081.7,6109,5357,0,59873.4
inference,218.05,2717.05,3276.2,4155,5103,0,60091.45
inference,220.14,2541.5,3923.44,5928,5132,0,60311.59
inference,219.69,2787.31,4496.57,6418,6355,0,60531.28
inference,218.59,2701.54,3584.64,5339,6550,0,60749.87
inference,220.02,2270.04,3946.08,5436,6437,0,60969.89
inference,218.7,2564.01,4126.36,6397,4800,0,61188.59
inference,219.54,2391.47,4146.46,5671,5770,0,61408.13
inference,218.82,2697.43,2918.26,3743,5534,0,61626.95
inference,218.65,2687.67,3330.77,4555,5118,0,61845.6
inference,217.96,2547.53,4556.54,6561,5347,0,62063.56
inference,219.18,2744.14,4489.02,6825,6184,0,62282.74
inference,218.57,2771.29,3759.25,5843,6488,0,62501.31
inference,220.15,1267.67,3414.84,5551,6199,0,62721.46
inference,218.41,2714.64,3318.31,4180,2199,0,62939.87
inference,219.38,2742.4,4147.68,6341,6818,0,63159.25
inference,222.64,2605.0,4130.63,5340,6400,0,63381.89
inference,218.24,2404.36,3855.13,5842,6638,0,63600.13
inference,218.29,2677.73,2914.38,3720,5613,0,63818.42
inference,218.76,2562.15,4185.91,6450,5195,0,64037.18
inference,219.06,2482.18,4544.72,7085,5325,0,64256.24
inference,218.5,2844.97,3073.37,4005,5893,0,64474.74
inference,220.47,2567.06,4040.32,6064,6883,0,64695.21
inference,218.89,2593.34,4112.02,6172,6477,0,64914.1
inference,218.81,2421.72,4160.27,6887,6410,0,65132.909999999996
inference,219.27,2531.39,3554.87,4647,5969,0,65352.17999999999
tokenizer,216.56,0.54,207.48,171,0,1,0.0
tokenizer,236.04,0.54,111.56,148,0,1,236.04000000000002
tokenizer,233.59,0.41,121.07,205,0,1,469.63000000000005
tokenizer,229.11,0.41,190.68,271,0,1,698.74
tokenizer,232.17,74.74,237.81,306,0,1,930.9100000000001
tokenizer,232.86,0.34,103.12,137,0,1,1163.77
tokenizer,234.03,5.99,115.32,158,0,1,1397.8000000000002
tokenizer,235.16,121.05,308.78,438,0,1,1632.96
tokenizer,225.24,0.52,146.17,169,0,1,1858.2000000000003
tokenizer,240.28,0.32,103.7,158,0,1,2098.48
tokenizer,235.21,2.82,136.04,174,0,1,2333.69
tokenizer,237.59,0.31,94.87,143,0,1,2571.28
tokenizer,234.57,0.3,126.61,188,0,1,2805.85
tokenizer,234.84,0.29,114.81,158,0,1,3040.69
tokenizer,233.74,0.43,107.14,150,0,1,3274.4300000000003
pipeline load,216.35,0.36,213.81,176,0,1,3490.78
pipeline load,234.46,0.49,106.97,158,0,1,3725.2400000000002
pipeline load,232.5,0.33,185.23,314,0,1,3957.7400000000002
pipeline load,235.86,0.49,98.91,191,0,1,4193.599999999999
pipeline load,235.9,33.88,150.78,271,0,1,4429.5
pipeline load,235.44,316.33,3873.45,6269,0,1,4664.94
pipeline load,216.52,306.94,614.73,3713,38,1,4881.46
pipeline load,219.29,602.82,898.72,3352,9,1,5100.75
pipeline load,217.22,321.46,591.06,3577,32,1,5317.969999999999
pipeline load,220.23,319.99,597.7,3601,37,1,5538.2
pipeline load,217.58,320.34,596.88,3612,23,1,5755.78
pipeline load,219.16,326.8,600.92,3568,18,1,5974.94
pipeline load,220.75,589.55,897.39,3420,41,1,6195.69
pipeline load,217.92,320.45,593.09,3575,5,1,6413.61
pipeline load,220.2,318.56,592.11,3574,28,1,6633.8099999999995
pipeline load,220.84,317.47,593.1,3595,27,1,6854.65
pipeline load,219.37,313.19,633.86,3601,9,1,7074.0199999999995
pipeline load,218.69,344.11,622.37,3521,50,1,7292.71
pipeline load,219.14,598.39,863.41,3336,14,1,7511.849999999999
pipeline load,216.78,320.22,588.97,3594,32,1,7728.629999999999
pipeline load,220.57,317.82,603.86,3577,14,1,7949.2
pipeline load,220.6,320.15,592.82,3572,36,1,8169.8
pipeline load,220.57,320.6,596.0,3564,23,1,8390.37
pipeline load,220.58,321.48,585.6,3523,18,1,8610.95
pipeline load,220.56,335.68,649.15,3595,23,1,8831.51
pipeline load,220.29,594.68,3330.23,6560,23,1,9051.800000000001
pipeline load,217.04,319.0,596.78,3640,18,1,9268.84
pipeline load,220.38,318.64,584.49,3553,23,1,9489.220000000001
pipeline load,220.86,325.04,595.44,3559,9,1,9710.08
pipeline load,220.72,307.37,647.55,3697,54,1,9930.800000000001
pipeline load,220.86,346.51,621.24,3518,5,1,10151.66
pipeline load,220.23,605.25,856.32,3378,41,1,10371.890000000001
pipeline load,220.09,318.35,579.7,3526,5,1,10591.980000000001
pipeline load,218.99,323.93,593.57,3553,14,1,10810.970000000001
pipeline load,219.13,318.11,581.39,3532,50,1,11030.1
pipeline load,220.66,318.89,578.13,3521,14,1,11250.76
pipeline load,220.19,334.56,606.25,3511,41,1,11470.95
pipeline load,220.96,397.03,655.34,3173,23,1,11691.91
pipeline load,219.66,514.11,770.44,3255,0,1,11911.57
pipeline load,219.31,327.41,1659.15,5048,46,1,12130.880000000001
pipeline load,218.24,328.45,637.56,3657,9,1,12349.12
pipeline load,219.07,317.0,576.01,3519,41,1,12568.19
pipeline load,219.54,333.67,615.44,3439,5,1,12787.730000000001
pipeline load,217.21,306.63,602.26,3430,32,1,13004.94
pipeline load,219.08,605.21,861.96,3332,18,1,13224.02
pipeline load,218.7,318.93,586.03,3557,23,1,13442.720000000001
pipeline load,219.44,320.54,582.36,3559,27,1,13662.16
pipeline load,220.31,322.7,585.93,3491,18,1,13882.470000000001
pipeline load,219.85,315.42,617.31,3657,36,1,14102.32
pipeline load,220.43,322.61,585.05,3543,18,1,14322.75
pipeline load,220.8,635.45,887.7,3247,18,1,14543.550000000001
pipeline load,217.73,323.16,1708.63,4869,27,1,14761.28
pipeline load,216.72,242.22,1438.66,4494,14,1,14978.0
pipeline load,217.63,315.8,1139.12,4361,14,1,15195.630000000001
pipeline load,217.79,307.03,1028.61,4412,32,1,15413.42
pipeline load,218.74,186.54,1847.38,4366,18,1,15632.16
pipeline load,221.39,263.32,1072.41,3907,9,1,15853.550000000001
pipeline load,219.27,303.56,748.95,3471,18,1,16072.82
pipeline load,218.5,214.38,1807.56,3195,9,1,16291.320000000002
pipeline load,218.36,320.48,1880.28,3833,0,1,16509.68
pipeline load,217.71,309.28,1006.89,4171,46,1,16727.39
pipeline load,217.56,330.79,687.01,3640,46,1,16944.949999999997
pipeline load,219.25,216.49,731.63,3202,9,1,17164.199999999997
pipeline load,231.85,288.69,1217.1,4261,14,1,17396.05
pipeline load,218.52,312.5,977.75,4283,30,1,17614.57
pipeline load,219.97,141.59,1218.0,3164,18,1,17834.539999999997
pipeline load,234.03,207.93,1359.91,3884,5,1,18068.57
pipeline load,217.53,300.26,1212.24,3912,13,1,18286.1
pipeline load,218.39,220.47,1774.64,3301,18,1,18504.489999999998
pipeline load,218.02,368.03,1182.64,4004,0,1,18722.51
pipeline load,219.05,305.89,915.47,3976,14,1,18941.559999999998
pipeline load,218.72,330.04,974.11,3909,23,1,19160.28
pipeline load,217.42,627.71,1445.29,4374,18,1,19377.699999999997
pipeline load,220.6,335.89,1488.7,4692,41,1,19598.3
pipeline load,218.22,339.78,2016.18,5490,27,1,19816.52
pipeline load,218.18,330.79,991.81,4001,41,1,20034.699999999997
pipeline load,218.85,595.54,891.29,3432,28,1,20253.55
pipeline load,219.51,315.74,593.02,3581,14,1,20473.059999999998
pipeline load,220.14,313.22,1606.25,4334,23,1,20693.199999999997
pipeline load,217.25,323.13,1125.49,4313,23,1,20910.449999999997
pipeline load,219.89,320.61,604.58,3556,64,1,21130.34
pipeline load,220.24,337.21,681.13,3623,41,1,21350.579999999998
pipeline load,220.25,457.33,721.2,2960,18,1,21570.829999999998
pipeline load,218.88,438.5,695.44,3367,9,1,21789.71
pipeline load,219.57,320.6,580.57,3484,50,1,22009.28
pipeline load,219.67,322.39,597.7,3533,23,1,22228.949999999997
pipeline load,220.71,322.89,582.81,3516,32,1,22449.66
pipeline load,220.47,322.81,585.43,3461,9,1,22670.129999999997
pipeline load,220.57,343.95,617.79,3536,41,1,22890.699999999997
pipeline load,220.17,611.7,869.07,3320,23,1,23110.87
pipeline load,219.18,318.56,585.3,3531,18,1,23330.05
pipeline load,219.47,320.11,586.66,3586,32,1,23549.52
pipeline load,220.05,322.98,585.91,3536,14,1,23769.57
pipeline load,220.98,590.83,936.55,2792,23,1,23990.55
pipeline load,217.5,36.81,358.98,630,59,1,24208.05
inference,217.87,1129.74,1875.07,2644,23,1,24425.92
inference,217.0,968.96,1904.45,2479,23,1,24642.92
inference,216.74,1418.03,1659.03,2182,0,1,24859.66
inference,217.5,1135.0,1438.81,2225,2399,1,25077.16
inference,216.87,1066.85,1290.39,1766,616,1,25294.03
inference,215.58,1102.61,1316.55,1786,37,1,25509.609999999997
inference,218.02,1128.24,1322.32,1844,979,1,25727.629999999997
inference,217.98,2669.6,2880.52,4308,1170,1,25945.609999999997
inference,217.28,2414.85,2716.73,3470,5432,1,26162.89
inference,217.24,2904.21,3111.59,3618,4009,1,26380.129999999997
inference,217.49,3048.88,3257.27,3701,7950,1,26597.62
inference,217.86,2767.13,2993.53,3681,7996,1,26815.48
inference,218.2,2877.8,3077.98,3598,6853,1,27033.68
inference,218.29,2740.52,2945.83,3559,6838,1,27251.969999999998
inference,217.87,2814.01,3740.05,4305,6826,1,27469.84
inference,217.14,2912.06,3209.88,3905,7656,1,27686.98
inference,218.12,2862.76,3075.57,3562,7203,1,27905.1
inference,218.19,2735.07,2954.54,3598,7244,1,28123.289999999997
inference,218.29,2880.54,3081.2,3514,6930,1,28341.579999999998
inference,217.2,2907.16,3126.22,3780,7128,1,28558.78
inference,218.28,2744.12,2947.15,3482,7413,1,28777.059999999998
inference,218.09,2868.68,3073.94,3544,6286,1,28995.149999999998
inference,217.47,3000.93,3218.37,3812,6869,1,29212.62
inference,218.38,2631.36,2857.43,3476,7564,1,29431.0
inference,218.28,2861.75,3071.84,3532,6484,1,29649.28
inference,217.54,2998.08,3212.03,3756,6574,1,29866.82
inference,218.05,2643.06,2924.95,3577,7856,1,30084.87
inference,217.79,2838.07,3049.75,3545,6067,1,30302.66
inference,217.48,2981.36,3206.41,3789,6919,1,30520.14
inference,218.16,2750.63,2955.25,3520,7679,1,30738.3
inference,218.28,2817.35,3034.03,3573,6793,1,30956.579999999998
inference,217.8,2996.95,3202.8,3650,6455,1,31174.379999999997
inference,217.74,2752.99,2965.6,3656,8200,1,31392.12
inference,218.11,2729.11,2942.57,3503,6499,1,31610.23
inference,217.49,2914.24,3117.01,3724,6373,1,31827.719999999998
inference,218.24,2681.07,2883.17,3382,7320,1,32045.96
inference,217.23,2868.44,3081.05,3720,5393,1,32263.19
inference,218.15,2670.8,2874.74,3365,7808,1,32481.34
inference,217.27,2891.15,3100.03,3719,5038,1,32698.609999999997
inference,217.87,2502.68,2860.21,3341,7700,1,32916.48
inference,216.85,2927.1,3390.7,3998,5099,1,33133.33
inference,218.2,2622.82,3035.81,3621,6917,1,33351.53
inference,217.11,2860.82,3166.5,3781,5995,1,33568.64
inference,217.59,2683.26,3290.86,3879,6596,1,33786.23
inference,217.18,2913.37,3309.95,3946,6397,1,34003.41
inference,217.14,2662.13,3052.59,3597,6156,1,34220.55
inference,217.48,2828.19,3034.43,3683,6885,1,34438.03
inference,218.13,2822.75,3029.23,3489,6001,1,34656.16
inference,217.61,2733.93,2946.8,3695,7046,1,34873.770000000004
