timestamp;tag;duration;nvidia_gpu_0;nvidia_gpu_1;nvidia_gpu_2;nvidia_gpu_3;nvidia_gpu_4;nvidia_gpu_5;nvidia_gpu_6;nvidia_gpu_7
1705272096.361575;inference;12.722768306732178;750070;744891;797133;740307;748319;734648;771811;761434
1705272118.4997635;tokenizer;0.3189263343811035;14944;15578;16573;15267;15551;14910;16149;15620
1705272118.8186898;model load;31.22334122657776;1717967;1762427;1864796;1739100;1740662;1694923;1807970;1757609
1705272150.042031;pipeline load;0.018817424774169922;0;0;6074;0;0;0;0;5816
1705272150.0608485;inference;12.790518760681152;750148;749936;797424;744496;754481;740521;778641;761930
1705272172.7104192;tokenizer;0.31246328353881836;14960;15568;16574;15271;15548;14939;16149;15615
1705272173.0228825;model load;32.39912819862366;1778113;1829866;1936172;1805310;1807502;1760170;1876962;1825184
1705272205.4220107;pipeline load;0.01929330825805664;0;0;0;0;0;0;0;0
1705272205.441304;inference;12.69478702545166;750639;746317;797631;738913;750610;734446;772583;762794
1705272227.702805;tokenizer;0.3973379135131836;19993;20754;22159;20340;20728;19892;21567;20825
1705272228.100143;model load;30.437702178955078;1665844;1714501;1814293;1690279;1692288;1652634;1757526;1707733
1705272258.5378451;pipeline load;0.018896102905273438;0;0;6059;0;5787;0;0;5812
1705272258.5567412;inference;12.652043342590332;744626;745811;789841;739876;744168;729296;772026;751061
1705272279.7626846;tokenizer;0.29163193702697754;14962;15554;11054;15265;15544;14910;16191;15651
1705272280.0543165;model load;30.780370950698853;1688905;1732089;1843862;1708147;1715841;1670235;1776032;1731768
1705272310.8346875;pipeline load;0.017542123794555664;0;0;0;0;0;0;0;0
1705272310.8522296;inference;12.871696472167969;754323;756298;804008;755462;755757;741320;785353;768338
1705272331.8225057;tokenizer;0.27919721603393555;9981;15555;11076;15324;15613;14939;16144;15604
1705272332.101703;model load;10.236606359481812;558179;570557;602471;555892;557688;530951;565091;549802
1705272342.3383093;pipeline load;0.017967700958251953;0;0;0;0;0;5566;5919;0
1705272342.356277;inference;13.136741161346436;773483;774359;820908;765766;773613;752374;796566;785525
