event,timestamp,python3.11,ALL_TASKS,cpu,gpu
inference,219.49,1161.48,1403.84,1923,0
inference,218.02,1004.87,1399.38,1959,538
inference,217.93,1160.19,1493.11,2120,69
inference,218.42,1336.36,1767.55,2404,890
inference,218.73,2415.82,4571.17,7809,2225
inference,225.41,2317.91,5287.52,6131,4741
inference,218.27,2841.39,3233.28,3986,4126
inference,218.76,2734.27,3262.05,4128,7491
inference,219.14,2693.84,3066.96,3829,6651
inference,218.04,2898.88,3158.70,3660,6982
inference,217.87,2879.70,3331.72,4484,7402
inference,218.28,2688.29,2984.63,3812,7500
inference,218.75,2862.85,3130.08,3694,6647
inference,219.28,2772.84,3368.95,4063,6656
inference,217.31,2862.80,3182.13,3967,7520
inference,218.82,2652.15,3285.97,4150,7436
inference,218.94,2758.37,3459.19,4193,5987
inference,217.59,2681.37,3513.46,4591,6997
inference,218.8,2763.70,3097.37,3634,6135
inference,218.21,2943.48,3183.60,3753,6316
inference,218.35,2655.16,3201.37,4071,8034
inference,218.75,2722.82,3257.84,3959,5674
inference,217.75,2854.07,3149.40,3848,6830
inference,219.57,2633.29,2897.96,3684,7100
inference,218.51,2898.94,3194.61,3904,5984
inference,218.02,2789.69,3031.19,3793,7574
inference,218.37,2777.10,3023.46,3558,6642
inference,218.63,2879.35,3119.10,3595,6260
inference,217.85,2907.91,3135.19,3760,7890
inference,218.48,2688.58,2928.60,3643,6964
inference,218.51,2808.85,3321.54,3647,6197
inference,217.75,2768.98,3142.35,3890,7780
inference,218.48,2845.74,3091.58,3529,6356
inference,217.67,2821.93,3048.14,3726,6326
inference,218.72,2663.18,2933.47,3840,6726
inference,218.1,2860.23,3624.37,3966,5994
inference,218.7,2650.36,2884.22,3507,6364
inference,217.87,2769.36,4211.41,5159,6383
inference,218.81,2797.77,3378.05,4113,5880
inference,217.94,2635.70,3368.43,4331,7070
inference,218.46,2693.44,4048.95,5324,5222
inference,218.39,2686.19,3100.13,3769,7031
inference,217.69,2685.41,3586.57,4589,5422
inference,218.94,2649.25,4189.87,5257,6133
inference,219.17,2607.64,3446.44,3924,6719
inference,217.32,2625.27,3559.98,4620,4677
inference,218.34,2763.19,3295.03,4117,6534
inference,217.84,2584.89,3291.47,4338,7044
inference,217.66,2930.91,3192.61,3777,5123
inference,218.48,2538.32,2914.34,3630,7512
inference,217.61,2785.28,3047.29,3819,5424
inference,218.8,2592.75,3208.57,4045,7008
inference,217.82,2684.07,3313.21,4283,6645
inference,218.41,2643.53,3490.36,4524,5578
inference,218.54,2568.98,3675.08,4891,7431
inference,218.2,2806.23,3536.92,4102,6241
inference,218.6,2342.28,3120.60,3998,6288
inference,218.7,2621.68,3357.45,4317,5823
inference,218.16,2684.63,3240.98,4410,5739
inference,218.84,2768.65,3379.41,4090,6734
inference,217.3,2615.50,3895.63,5872,6658
inference,217.97,2705.79,3733.13,5813,4827
inference,218.59,2599.74,3359.25,4341,6919
inference,217.85,2795.95,3297.49,4154,6272
inference,218.65,2660.78,3195.22,3961,6316
inference,218.19,2672.50,2892.37,3818,7350
inference,218.47,2872.26,3146.04,3753,5491
inference,217.6,2522.76,3258.25,4586,7745
inference,218.31,2832.58,3389.29,4159,5349
inference,218.41,2549.22,2937.45,3709,7613
inference,217.73,2535.54,3055.27,4028,5563
inference,218.38,2729.52,3167.70,4048,4561
inference,218.78,2788.32,3107.02,3826,5376
inference,218.34,2635.45,3074.28,3769,6747
inference,217.48,2421.59,3800.83,6175,6087
inference,217.43,2545.38,3465.68,4622,4382
inference,217.52,2594.77,3507.79,4735,4351
inference,218.07,2702.01,3101.50,4003,4579
inference,218.55,2654.76,3750.24,4649,6104
inference,218.22,2506.80,3364.49,4926,6031
inference,217.87,2314.33,7432.13,9221,6067
inference,218.83,2554.38,3814.83,4862,5549
inference,217.23,2589.39,2884.86,3761,4853
inference,217.52,2603.27,3331.84,4648,4838
inference,217.53,2740.76,3818.28,4546,6211
inference,217.3,2398.91,2829.50,3723,6275
inference,218.36,2526.64,2882.15,3732,5467
inference,218.07,2646.70,3041.71,3962,5431
inference,218.17,2661.79,3058.09,3969,4737
inference,217.68,2782.08,3012.45,3707,5001
inference,218.39,2738.08,3049.32,3805,6537
inference,218.22,2454.97,2680.48,3538,6456
inference,218.1,2669.40,3186.38,4035,5545
inference,217.68,2586.73,3216.50,4337,4796
inference,217.72,2626.53,3141.78,4216,4925
inference,219.03,2697.63,3614.63,4689,5911
inference,218.41,2774.31,3000.95,3553,6118
inference,217.72,2455.67,2698.24,3527,6483
inference,218.2,2533.36,2810.12,3708,5190
inference,218.44,2682.18,2901.97,3676,4780
inference,218.17,2716.74,3320.71,4244,5237
inference,218.8,2698.10,2966.57,3762,6499
inference,217.31,2664.19,3214.82,3971,6508
inference,218.47,2351.10,5486.24,7026,6677
inference,218.4,2554.64,3118.18,4157,6001
inference,218.36,2686.87,2901.06,3700,4954
inference,218.46,2517.75,3880.77,5392,4836
inference,219.33,2487.60,3597.28,4318,5946
inference,217.91,2719.14,3162.14,4112,5293
inference,217.93,2809.34,3184.94,4070,6324
inference,218.87,2601.49,2973.28,3756,6585
inference,217.79,2532.09,3096.67,4215,6337
inference,217.84,2542.46,3222.01,4375,5496
inference,217.68,2527.91,3198.23,4282,5729
inference,217.95,2536.46,3102.81,4290,5912
inference,218.3,2717.42,3146.10,4105,5400
inference,218.25,2591.56,3074.64,4009,6345
inference,219.84,2718.66,3434.12,4635,6199
inference,220.65,2380.43,3469.65,4759,6027
inference,217.6,2513.62,3761.88,4922,4827
inference,218.81,2310.43,3264.93,4369,6232
inference,220.15,2317.88,3858.74,5301,5119
inference,218.4,2352.60,3811.24,5252,4738
inference,219.87,2091.57,3525.09,5053,4538
inference,220.18,2480.48,3181.74,4101,4921
inference,217.8,2368.73,3553.32,4936,5491
inference,219.8,2301.22,3761.08,5064,5615
inference,218.76,2450.49,3992.62,5362,5005
inference,218.99,2576.37,3360.10,4557,5166
inference,217.12,2431.65,3552.89,5034,5174
inference,217.88,2452.26,4385.83,6035,4620
inference,218.18,2575.56,3176.75,4189,4801
inference,218.91,2717.04,3233.94,4253,5124
inference,218.19,2491.87,3126.02,4409,6162
inference,223.21,2634.21,3561.40,4462,5788
inference,220.97,2467.23,3843.34,5186,6613
inference,222.17,2536.86,3217.07,4092,5793
inference,217.72,2658.94,3329.56,4621,6149
inference,219.18,2651.71,3112.41,3928,5135
inference,219.35,2583.19,3776.74,5389,5110
inference,218.04,2466.50,4129.26,6274,5348
inference,218.5,2780.93,3197.10,4201,5880
inference,220.83,2578.45,3826.17,5529,6595
inference,218.89,2822.64,4089.79,5386,6471
inference,219.37,2441.59,3738.58,5324,6533
inference,218.69,2592.37,3422.64,4893,5384
inference,218.98,2624.61,3907.02,5722,5204
inference,218.88,2548.02,3231.69,4153,5215
inference,219.64,2506.77,5568.20,8455,5857
inference,218.91,2761.20,3330.70,4769,6233
inference,219.29,2746.31,4119.19,6206,6651
inference,218.91,2484.85,3322.31,4349,7123
inference,219.72,2537.18,3597.39,5275,5463
inference,218.74,2555.53,4136.28,6222,5220
inference,219.1,2553.60,4182.21,6554,5248
inference,218.56,2719.51,4096.41,6007,6048
inference,218.98,2637.15,3371.79,4407,6721
inference,218.29,2755.54,3433.37,4467,6398
inference,218.49,2454.05,6438.98,11214,6817
