timestamp;tag;duration;nvidia_gpu_0;nvidia_gpu_1;nvidia_gpu_2;nvidia_gpu_3;nvidia_gpu_4;nvidia_gpu_5;nvidia_gpu_6;nvidia_gpu_7
1706286260.4259233;inference-1;90.69106459617615;5648342;5691652;6022066;5605012;5700787;5610289;5899036;5236581
1706286351.116988;inference-2;90.37530446052551;5625116;5676965;6007622;5582125;5685403;5594756;5888464;5214323
1706286441.4922924;inference-3;90.36757159233093;5624738;5679440;6006234;5588169;5686230;5595955;5880419;5213926
1706286531.859864;inference-4;90.68121910095215;5640724;5695500;6025626;5605469;5705643;5607553;5906785;5235809
1706286622.541083;inference-5;90.29662537574768;5624612;5669800;6004461;5580359;5687573;5595207;5883265;5213887
1706286712.8377085;inference-6;90.48331618309021;5629519;5682948;6008430;5593982;5699489;5602324;5893858;5225761
1706286803.3210247;inference-7;90.41429567337036;5627969;5675358;6012625;5583193;5697969;5602015;5890242;5219836
1706286893.7353203;inference-8;90.43557524681091;5628629;5681849;6006920;5596782;5688232;5596347;5893721;5219861
1706286984.1708956;inference-9;90.44789052009583;5628301;5675963;6012805;5587498;5695582;5604690;5893341;5220823
1706287725.0413575;tokenizer;0.3470022678375244;15012;15590;16668;15264;15584;15015;16211;15745
1706287725.3883598;model load;97.8129734992981;5388153;5538422;5884464;5432046;5536535;5389632;5723745;5601030
1706287823.2013333;pipeline load;0.02064228057861328;0;0;0;0;0;0;0;0
1706287823.2219756;inference-0;97.33056688308716;6007209;6064504;6414328;5969827;6067915;5968879;6280758;5618272
1706287920.5525424;inference-1;91.20492792129517;5665735;5726002;6054643;5634546;5731730;5635919;5930947;5264458
1706288011.7574704;inference-2;91.123544216156;5667795;5717550;6047470;5624469;5726384;5631807;5925872;5261095
1706288102.8810146;inference-3;91.28319716453552;5673884;5727947;6059939;5638295;5741785;5642514;5938315;5271487
1706288194.1642118;inference-4;91.22417712211609;5675932;5718821;6054824;5640449;5735626;5648271;5934911;5266041
1706288285.3883889;inference-5;91.21575689315796;5673207;5731374;6058614;5626648;5734748;5635809;5938394;5266307
1706288376.6041458;inference-6;91.16749620437622;5667354;5714516;6056608;5632181;5727984;5638467;5929118;5260751
1706288467.771642;inference-7;90.52568793296814;5634365;5687482;6012819;5594600;5705970;5603083;5898398;5225162
1706288558.29733;inference-8;90.83030104637146;5649090;5698697;6028486;5611698;5713215;5621289;5910768;5247210
1706288649.127631;inference-9;91.04957890510559;5668324;5709589;6044998;5618318;5721530;5642014;5924127;5254717
1706288753.3271806;tokenizer;0.26700615882873535;15017;10440;11117;15274;15618;10020;16226;10476
1706288753.5941868;model load;60.60456657409668;3338326;3428627;3642907;3355295;3415298;3323487;3527909;3449634
1706288814.1987534;pipeline load;0.017778873443603516;0;0;0;0;0;0;5934;0
1706288814.2165322;inference-0;96.69719958305359;5972701;6033402;6385711;5939691;6038716;5937966;6244506;5584037
1706288910.9137318;inference-1;91.2630684375763;5672615;5730929;6058503;5634338;5728031;5637403;5934412;5265572
1706289002.1768003;inference-2;90.57281637191772;5640069;5679835;6018766;5591571;5697723;5604248;5896629;5230757
1706289092.7496166;inference-3;91.21501469612122;5673528;5729484;6055194;5634241;5734769;5641482;5933330;5259658
1706289183.9646313;inference-4;91.45902967453003;5684619;5738158;6076537;5650491;5745581;5655189;5954428;5281579
1706289275.423661;inference-5;54.156254291534424;3344279;3396761;3589368;3336285;3403396;3340166;3518352;3128097
1706289329.5799153;inference-6;91.19294381141663;5674862;5727474;6061165;5625763;5739014;5644063;5934849;5260133
1706289420.772859;inference-7;91.10799956321716;5663853;5716579;6048633;5630624;5730744;5636897;5931001;5259495
1706289511.8808587;inference-8;91.18476843833923;5675611;5728794;6058807;5623339;5739698;5646597;5933840;5265256
1706289603.065627;inference-9;91.01829433441162;5658274;5711427;6037998;5621036;5722274;5632651;5924893;5253919
1706289705.9329531;tokenizer;0.25865936279296875;15019;15653;16656;15271;15627;15007;10837;10471
1706289706.1916125;model load;50.395052433013916;2774960;2847797;3024273;2792388;2838799;2761485;2939040;2870349
1706289756.586665;pipeline load;0.01774740219116211;0;0;0;0;0;5594;0;0
1706289756.6044123;inference-0;96.370450258255;5956992;6010531;6370316;5911955;6027780;5915418;6225278;5560852
1706289852.9748626;inference-1;91.04530429840088;5657009;5705243;6038747;5623874;5720047;5626793;5926922;5252370
1706289944.0201669;inference-2;90.81794595718384;5651943;5701982;6030976;5612054;5717235;5622484;5906950;5241106
1706290034.8381128;inference-3;90.96753168106079;5662887;5708754;6042260;5624065;5716833;5622595;5923156;5253453
1706290125.8056445;inference-4;91.08757472038269;5664754;5714259;6047939;5620386;5728766;5636423;5929464;5259171
1706290216.8932192;inference-5;90.76359272003174;5649219;5690564;6027645;5613475;5713327;5607781;5904573;5236303
1706290307.656812;inference-6;90.86841297149658;5651228;5706080;6033164;5611210;5717478;5623348;5913870;5248450
1706290398.525225;inference-7;90.8508563041687;5654987;5704759;6038944;5611885;5706128;5621333;5917310;5242488
1706290489.3760812;inference-8;90.78088784217834;5649640;5700394;6031751;5609842;5711412;5618047;5911292;5242128
1706290580.156969;inference-9;90.22881984710693;5624534;5666295;5997084;5579028;5684659;5584411;5876155;5205949
1706291355.6367345;tokenizer;0.21313047409057617;10022;15570;11110;10203;15654;10011;10808;10467
1706291355.849865;model load;95.40263080596924;5259267;5401497;5741288;5299742;5389860;5256999;5585586;5463149
1706291451.2524958;pipeline load;0.017385244369506836;0;0;0;0;5711;0;0;0
1706291451.269881;inference-0;96.24055361747742;5942500;6002481;6352528;5914383;6005714;5914866;6219194;5554964
1706291547.5104346;inference-1;90.33603525161743;5623980;5665651;6004650;5583475;5676736;5582621;5876521;5212494
1706291637.8464699;inference-2;90.54001903533936;5636749;5690795;6012705;5593033;5698482;5605350;5897574;5225800
1706291728.386489;inference-3;90.52936148643494;5637774;5685153;6019150;5593248;5691904;5602433;5891842;5224946
1706291818.9158504;inference-4;90.57783389091492;5638452;5689713;6019638;5599058;5699037;5607897;5899349;5230556
1706291909.4936843;inference-5;90.56113505363464;5639934;5689265;6015704;5595112;5701690;5601249;5893765;5229262
1706292000.0548193;inference-6;90.39503479003906;5632812;5676488;6015313;5590868;5690223;5594516;5891144;5213858
1706292090.4498541;inference-7;90.34477400779724;5627247;5677505;6001014;5584987;5686672;5592520;5891916;5219389
1706292180.7946281;inference-8;90.17927551269531;5621255;5669903;5996220;5577256;5680297;5584410;5870063;5201836
1706292270.9739037;inference-9;89.84767198562622;5593183;5643842;5974543;5560138;5662708;5568757;5861108;5190823
1706292372.2105014;tokenizer;0.277263879776001;15043;10455;16667;15294;15615;15027;16254;15714
1706292372.4877653;model load;68.56451678276062;3773991;3880804;4121855;3801969;3871693;3769859;4005807;3914267
1706292441.052282;pipeline load;0.018963098526000977;0;5709;0;0;0;0;0;0
1706292441.0712452;inference-0;96.30111885070801;5949957;6006545;6358720;5916194;6014801;5918179;6226315;5555433
1706292537.372364;inference-1;90.08593845367432;5613858;5656760;5988270;5570572;5669098;5571677;5867400;5200335
1706292627.4583025;inference-2;89.9031970500946;5595746;5654254;5976812;5561557;5656944;5567881;5855979;5189350
1706292717.3614995;inference-3;90.07541489601135;5612041;5658046;5988503;5568039;5670757;5572146;5863931;5201500
1706292807.4369144;inference-4;90.15868854522705;5614612;5657866;5996088;5574515;5672379;5582807;5875554;5201437
1706292897.595603;inference-5;90.08621668815613;5608744;5658899;5988555;5575431;5675854;5577651;5870615;5201667
1706292987.6818197;inference-6;90.06344389915466;5615025;5662410;5988165;5567373;5674231;5582449;5861458;5196477
1706293077.7452636;inference-7;41.11767029762268;2533602;2578313;2727670;2535227;2584618;2538124;2674544;2374722
1706293118.8629339;inference-8;89.90115237236023;5604346;5648967;5976733;5559860;5658089;5568435;5865526;5190222
1706293208.7640862;inference-9;90.0647222995758;5607367;5660280;5992546;5574401;5670843;5577097;5861290;5200860
1706293310.6256568;tokenizer;0.17348766326904297;9992;10436;11113;10172;10409;10013;5432;10482
1706293310.7991445;model load;44.14790439605713;2429132;2493584;2647111;2440180;2483939;2415705;2567268;2502856
1706293354.947049;pipeline load;0.02005147933959961;0;5721;0;0;0;0;5949;0
1706293354.9671004;inference-0;96.31303310394287;5956574;6007315;6353973;5921885;6020979;5920638;6221872;5561466
1706293451.2801335;inference-1;91.05511140823364;5665792;5714426;6045034;5630047;5723058;5634742;5928286;5253487
1706293542.335245;inference-2;90.95997738838196;5659070;5712147;6037941;5618757;5718258;5625784;5921733;5254229
1706293633.2952223;inference-3;24.955124139785767;1534773;1559953;1652849;1542641;1570425;1537956;1620282;1439637
1706293658.2503464;inference-4;91.21087312698364;5684356;5720538;6063558;5627841;5736064;5635014;5935390;5265983
1706293749.4612195;inference-5;91.04162263870239;5661819;5721715;6045252;5628742;5732678;5640391;5929238;5254253
1706293840.5028422;inference-6;90.78255033493042;5658693;5700727;6031692;5602494;5712431;5613517;5903897;5236395
1706293931.2853925;inference-7;91.02558493614197;5658562;5702876;6043448;5624312;5726734;5640908;5928144;5258143
1706294022.3109775;inference-8;90.109543800354;5615358;5662207;5990614;5572095;5676183;5578960;5872795;5201978
1706294112.4205213;inference-9;89.93931031227112;5603778;5648469;5977169;5562906;5670192;5569909;5859220;5189838
1707402235.593391;tokenizer;0.3951835632324219;14950;20637;22120;20373;20614;19887;21449;15622
1707402235.9885745;model load;100.68798494338989;5539497;5676614;6042511;5607433;5654638;5519303;5869732;5741664
1707402336.6765594;pipeline load;0.022933483123779297;0;0;0;0;0;0;0;0
1707402336.699493;inference-0;98.85381150245667;6089287;6159396;6531370;6101563;6150169;6058067;6376542;5707091
1707402435.5533044;inference-1;90.89125108718872;5653020;5715555;6043844;5664542;5714906;5632741;5925105;5250716
1707402526.4445555;inference-2;90.9985282421112;5666237;5714532;6056307;5663283;5726449;5640949;5935811;5262576
1707402617.4430838;inference-3;91.03811120986938;5667673;5710691;6056233;5666265;5731643;5635097;5938991;5270151
1707402708.481195;inference-4;77.51433253288269;4811380;4867665;5160486;4828028;4879271;4803569;5057553;4486108
1707402785.9955275;inference-5;90.89370846748352;5661111;5708342;6049858;5661596;5727366;5634210;5933939;5266749
1707402876.889236;inference-6;90.91757583618164;5660756;5718633;6058920;5658414;5727703;5641368;5936156;5269491
1707402967.8068118;inference-7;90.96677422523499;5659915;5714914;6056261;5669836;5733445;5640207;5939963;5276496
1707403058.773586;inference-8;90.85916709899902;5655739;5704672;6051201;5654558;5725860;5627893;5927615;5262711
1707403149.6327531;inference-9;91.00396776199341;5659928;5717253;6055993;5666782;5728307;5638767;5940353;5272285
1707403260.0524282;tokenizer;0.3116588592529297;15011;15578;16696;15368;15618;15012;16252;21058
1707403260.364087;model load;94.69846057891846;5215736;5363945;5708839;5309814;5357792;5238760;5563913;5424382
1707403355.0625477;pipeline load;0.019376754760742188;0;0;0;0;5783;0;0;0
1707403355.0819244;inference-0;96.15985012054443;5944916;6010831;6364232;5948598;6007694;5919478;6232863;5561723
1707403451.2417746;inference-1;90.7777009010315;5650034;5699617;6048339;5653715;5717839;5628280;5925814;5250010
1707403542.0194755;inference-2;90.59987211227417;5647315;5702516;6036183;5639083;5708499;5616156;5916755;5251581
1707403632.6193476;inference-3;90.86437845230103;5658788;5709165;6052491;5666134;5727605;5636071;5928305;5266019
1707403723.483726;inference-4;90.80010175704956;5651236;5707296;6055607;5654152;5718955;5630831;5931066;5265803
1707403814.2838278;inference-5;90.78063797950745;5657319;5708585;6044025;5661635;5720962;5632022;5930459;5265599
1707403905.0644658;inference-6;68.82619023323059;4266115;4324595;4585620;4281296;4327290;4268638;4489516;3989470
1707403973.890656;inference-7;90.89479184150696;5654747;5713749;6056985;5656296;5735040;5641468;5935889;5273729
1707404064.7854478;inference-8;90.67143940925598;5651367;5704407;6043832;5656549;5716243;5622308;5928275;5262476
1707404155.4568872;inference-9;90.51645421981812;5640890;5690133;6030355;5640841;5708074;5625544;5915722;5251309
1707404264.386876;tokenizer;0.2874453067779541;14998;15587;16707;15402;15643;15016;10831;15820
1707404264.6743214;model load;79.63113307952881;4383396;4510325;4808074;4461930;4502676;4401555;4673869;4561080
1707404344.3054545;pipeline load;0.017913341522216797;0;0;0;0;0;0;0;0
1707404344.3233678;inference-0;95.921701669693;5936517;5996649;6350794;5934571;6003180;5906735;6223944;5549229
1707404440.2450695;inference-1;90.62225198745728;5643679;5697725;6035425;5647733;5710077;5621067;5915188;5250078
1707404530.8673215;inference-2;90.5660343170166;5641066;5694871;6039044;5643370;5710840;5616396;5919723;5247533
1707404621.4333558;inference-3;31.12922477722168;1914241;1954284;2072898;1933523;1952016;1926711;2033092;1808472
1707404652.5625806;inference-4;90.52448058128357;5639921;5690251;6030224;5641631;5708993;5614316;5911844;5249973
1707404743.0870612;inference-5;90.45090317726135;5633612;5690735;6025194;5637731;5706339;5617178;5914065;5244734
1707404833.5379643;inference-6;90.12453651428223;5618978;5665959;6016222;5618094;5683283;5590479;5889565;5226975
1707404923.6625009;inference-7;90.2537784576416;5624468;5681035;6018590;5631348;5696920;5603819;5895867;5238520
1707405013.9162793;inference-8;31.85978388786316;1966173;1999854;2119116;1980484;1999530;1972569;2081052;1843927
1707405045.7760632;inference-9;89.96349859237671;5607429;5664012;5993695;5609209;5679499;5583153;5884067;5222347
1707411261.692299;tokenizer;0.29190564155578613;14918;15545;16586;15261;15440;14838;10715;10407
1707411261.9842045;model load;95.73906826972961;5271810;5414099;5764242;5348636;5386840;5266573;5594736;5471485
1707411357.7232728;pipeline load;0.019265174865722656;0;5700;0;0;0;5569;0;5897
1707411357.742538;inference-0;96.61542272567749;5964877;6031564;6391518;5971287;6029923;5934353;6242285;5572310
1707411454.3579607;inference-1;90.93182969093323;5655651;5710506;6048092;5660866;5712988;5627910;5925710;5251724
1707411545.2897904;inference-2;90.85569262504578;5655682;5710653;6053436;5662703;5720098;5624593;5933497;5261603
1707411636.145483;inference-3;90.71167802810669;5650989;5700187;6042187;5651079;5712695;5625529;5922094;5255640
1707411726.857161;inference-4;91.0497214794159;5667935;5717156;6069211;5666697;5738782;5641825;5942868;5277247
1707411817.9068825;inference-5;90.77158808708191;5652201;5709613;6051565;5650474;5713031;5631014;5931523;5266720
1707411908.6784706;inference-6;90.89098930358887;5657715;5713513;6056738;5662678;5735274;5636565;5938445;5273630
1707411999.56946;inference-7;91.04433512687683;5671013;5724057;6060040;5670615;5730343;5647558;5949708;5280815
1707412090.613795;inference-8;90.74737095832825;5650278;5707908;6048590;5653351;5720604;5624803;5925678;5263232
1707412181.361166;inference-9;90.84881687164307;5656959;5708166;6049361;5657030;5729795;5641251;5939236;5269869
1707412285.7746572;tokenizer;0.26352381706237793;10003;15610;16673;15362;15668;10005;16269;10528
1707412286.038181;model load;62.45598363876343;3441288;3535426;3763399;3495546;3528676;3450380;3659333;3574051
1707412348.4941647;pipeline load;0.017305612564086914;0;0;0;0;0;0;0;0
1707412348.5114703;inference-0;96.83572840690613;5985285;6055537;6414930;5989574;6058972;5953486;6279516;5611214
1707412445.3471987;inference-1;8.75399112701416;536992;547626;581002;541286;547866;539660;569875;507097
1707412454.1011899;inference-2;91.54535675048828;5694752;5746764;6089923;5695010;5765241;5673858;5976378;5306891
1707412545.6465466;inference-3;91.5126941204071;5689584;5744826;6093061;5688284;5759724;5660982;5969515;5314340
1707412637.1592407;inference-4;91.43015003204346;5689728;5747724;6092684;5694649;5758898;5658727;5964403;5304441
1707412728.5893908;inference-5;90.93989324569702;5663246;5710676;6055987;5664306;5727718;5644867;5943862;5275037
1707412819.529284;inference-6;91.19364643096924;5678025;5732813;6068523;5674048;5752429;5649444;5955366;5292454
1707412910.7229304;inference-7;90.94260215759277;5663028;5717568;6063166;5662694;5725703;5627979;5939953;5275344
1707413001.6655326;inference-8;91.1320252418518;5667538;5726961;6068643;5673305;5739209;5643205;5950967;5287896
1707413092.7975578;inference-9;60.28494596481323;3735270;3781432;4012355;3749877;3792458;3730827;3937057;3495843
1707413165.4249372;tokenizer;0.23726606369018555;9998;10384;11134;10252;10410;10011;10835;15792
1707413165.6622033;model load;63.148770332336426;3475303;3575129;3807777;3534662;3567446;3483207;3699422;3611963
1707413228.8109736;pipeline load;0.01759648323059082;5553;0;6089;0;0;5609;0;0
1707413228.8285701;inference-0;96.31113076210022;5952612;6018852;6373466;5965053;6028267;5923911;6250725;5579688
1707413325.139701;inference-1;90.85151863098145;5655821;5708245;6058639;5658442;5723080;5634252;5933430;5264784
1707413415.9912195;inference-2;90.43828201293945;5635814;5691526;6027890;5635114;5705907;5603514;5906936;5245110
1707413506.4295015;inference-3;90.74113011360168;5654698;5702424;6052067;5653736;5721594;5636617;5927666;5264264
1707413597.1706316;inference-4;90.4569935798645;5636703;5690602;6034992;5636746;5705692;5608588;5915228;5251809
1707413687.6276252;inference-5;90.90673875808716;5662841;5715877;6056184;5662556;5727692;5642307;5938060;5275983
1707413778.534364;inference-6;90.73973655700684;5645740;5710051;6044324;5649141;5717989;5622055;5926616;5261856
1707413869.2741005;inference-7;91.03038120269775;5666614;5720146;6068095;5671341;5731425;5646108;5950095;5277770
1707413960.3044817;inference-8;90.92297887802124;5664146;5717762;6056614;5663679;5735351;5638740;5936653;5273657
1707414051.2274606;inference-9;90.76519060134888;5652991;5702125;6049653;5650053;5723215;5626059;5934725;5267977
