timestamp;tag;duration;nvidia_gpu_0;nvidia_gpu_1;nvidia_gpu_2;nvidia_gpu_3;nvidia_gpu_4;nvidia_gpu_5;nvidia_gpu_6;nvidia_gpu_7
1706246644.7818022;inference-3;52.73151135444641;3808447;3938185;3955982;4108989;4412278;4277130;4074912;3552024
1706246697.5133135;inference-4;42.75454521179199;3086458;3199112;3212626;3330123;3570792;3462242;3302059;2890136
1706246740.2678587;inference-5;39.33424377441406;2842507;2937479;2956086;3076716;3288462;3191190;3032201;2655103
1706246779.6021025;inference-6;68.98217439651489;4996619;5162487;5186634;5379173;5777116;5607768;5326174;4653085
1706246848.584277;inference-7;66.06717538833618;4792037;4946878;4969286;5157057;5538793;5368151;5105729;4472145
1706246914.6514523;inference-8;73.68717646598816;5340864;5502149;5548828;5754952;6175388;5984612;5683099;4970368
1706246988.3386288;inference-9;67.02198624610901;4863998;5022809;5033730;5235752;5625349;5447893;5188742;4532666
1706247071.2681227;tokenizer;0.23872900009155273;10219;10669;10598;11255;12233;11599;10978;16092
1706247071.5068517;pipeline load;151.98726963996887;8454332;8721879;8780658;9203705;9971932;9530135;9045842;8914088
1706247223.4941213;inference-0;69.24319672584534;4910159;5060989;5091251;5284047;5653988;5475163;5225879;4601739
1706247292.737318;inference-1;48.07019090652466;3472036;3588733;3607771;3745036;4008386;3897327;3709150;3236565
1706247340.807509;inference-2;38.81112360954285;2802596;2898336;2915455;3023747;3240951;3139823;3002460;2625259
1706247379.6186326;inference-3;65.391676902771;4738706;4887376;4923176;5108740;5465479;5296523;5057148;4408476
1706247445.0103095;inference-4;49.80259609222412;3599055;3722331;3744205;3883138;4174524;4048787;3857062;3366589
1706247494.8129056;inference-5;50.172760009765625;3621675;3754395;3768732;3915525;4197308;4068335;3887793;3384365
1706247544.9856656;inference-6;60.72612261772156;4403320;4535738;4563746;4734031;5081947;4926834;4709862;4100931
1706247605.7117882;inference-7;60.47730875015259;4382941;4517146;4546733;4723807;5056410;4912083;4680616;4085200
1706247666.189097;inference-8;73.17332816123962;5315522;5465806;5509685;5702207;6125224;5949735;5664950;4944991
1706247739.362425;inference-9;53.50699043273926;3870419;3997330;4018475;4166108;4487203;4343725;4134341;3613393
1706247808.9436936;tokenizer;0.26505279541015625;10253;16007;15877;16901;18352;11592;16469;16101
1706247809.2087464;pipeline load;125.89351844787598;7002140;7219757;7265553;7618157;8259402;7891666;7481822;7372351
1706247935.102265;inference-0;47.52115249633789;3330064;3441853;3460666;3589360;3839992;3728455;3549725;3149281
1706247982.6234174;inference-1;49.64820408821106;3584754;3704999;3728943;3868826;4139200;4013718;3832485;3344937
1706248032.2716215;inference-2;46.806402921676636;3374916;3497884;3512606;3650142;3908659;3792598;3623489;3158702
1706248079.0780244;inference-3;52.145153522491455;3772810;3896712;3919116;4061826;4353557;4223876;4023799;3513652
1706248131.223178;inference-4;48.22846865653992;3483795;3602116;3625439;3765835;4038118;3912848;3735716;3265114
1706248179.4516466;inference-5;41.866779804229736;3018063;3131417;3143238;3269351;3496735;3403083;3229160;2824307
1706248221.3184264;inference-6;60.159061908721924;4357000;4491453;4518020;4692805;5042613;4880139;4661268;4068754
1706248281.4774883;inference-7;41.91251730918884;3023205;3132800;3147807;3268078;3509323;3404229;3244448;2834539
1706248323.3900056;inference-8;45.11611604690552;3259624;3376084;3390715;3522731;3775756;3668224;3497203;3047405
1706248368.5061216;inference-9;45.13302707672119;3259657;3371095;3391714;3518321;3783221;3667056;3498454;3047179
1706248428.5937288;tokenizer;0.2470259666442871;10255;10649;10585;11248;18341;11572;16476;16059
1706248428.8407547;pipeline load;152.0384955406189;8455278;8723529;8776227;9198279;9958848;9527204;9041544;8907815
1706248580.8792503;inference-0;66.40113735198975;4709336;4848573;4865416;5066972;5420312;5252926;5012636;4421689
1706248647.2803876;inference-1;53.3733811378479;3853501;3980958;4011470;4158502;4446679;4313676;4115010;3594189
1706248700.6537688;inference-2;47.67368745803833;3448880;3562331;3580244;3715239;3978172;3858724;3691518;3211496
1706248748.3274562;inference-3;44.585700273513794;3218295;3326367;3354309;3471117;3727814;3616782;3440791;3009138
1706248792.9131565;inference-4;46.98827528953552;3400124;3517789;3528384;3671365;3930363;3807602;3622076;3168436
1706248839.9014318;inference-5;65.74531197547913;4761800;4909866;4938421;5129818;5499765;5331815;5079934;4439442
1706248905.6467438;inference-6;60.96437454223633;4415604;4557089;4579386;4760775;5095690;4956260;4711656;4120342
1706248966.6111183;inference-7;51.091909408569336;3701461;3827401;3845238;3995196;4281255;4144766;3941356;3446692
1706249017.7030277;inference-8;46.45345950126648;3356051;3474835;3491719;3624415;3888019;3771696;3585618;3138000
1706249064.1564872;inference-9;37.079243183135986;2675615;2769128;2789146;2895410;3103054;3014978;2873770;2508738
1706248570.9066365;tokenizer;0.41581153869628906;20012;26114;22145;20531;20920;20141;21802;21051
1706248571.322448;pipeline load;128.12753915786743;7064358;7261452;7726090;7139870;7268465;7098385;7543667;7374555
1706248699.4499872;inference-0;50.37747836112976;3545031;3607196;3797488;3560993;3609521;3586495;3748662;3279549
1706248749.8274655;inference-1;60.086488246917725;4368133;4439449;4665281;4383100;4458952;4420651;4623721;3985044
1706248809.9139538;inference-2;52.905492544174194;3846005;3910978;4115084;3851719;3928138;3897449;4066905;3514389
1706248862.8194463;inference-3;72.73550224304199;5298818;5372704;5668292;5306764;5403853;5363565;5605790;4838796
1706248935.5549486;inference-4;49.989657163619995;3639981;3694197;3891896;3644880;3719564;3689499;3859545;3330695
1706248985.5446057;inference-5;57.79796814918518;4206498;4276681;4503241;4215966;4303020;4258844;4466798;3850325
1706249043.342574;inference-6;37.064802169799805;2687977;2736142;2881905;2705766;2763248;2736430;2868056;2466603
1706249080.407376;inference-7;49.90301156044006;3628733;3690200;3895153;3645612;3719269;3680368;3854188;3325181
1706249130.3103876;inference-8;51.56114983558655;3756886;3813962;4009952;3760207;3844161;3811855;3978495;3439176
1706249181.8715374;inference-9;50.441163778305054;3667707;3735750;3931906;3675746;3754041;3724402;3899042;3365310
1706249243.689838;tokenizer;0.25609254837036133;15121;15754;16731;15366;15788;15125;16406;10595
1706249243.9459305;pipeline load;115.56219840049744;6379118;6556563;6972958;6445598;6576459;6412571;6826235;6671201
1706249359.508129;inference-0;73.40959239006042;5234496;5317256;5594532;5239421;5333812;5296350;5524484;4816510
1706249432.9177213;inference-1;48.861305952072144;3546891;3615186;3807490;3571174;3634646;3590145;3767254;3251526
1706249481.7790272;inference-2;45.93482422828674;3345056;3399578;3576550;3349176;3421172;3381930;3545985;3065704
1706249527.7138515;inference-3;60.02800941467285;4372430;4445897;4680330;4379863;4472433;4433940;4637108;3992304
1706249587.7418609;inference-4;59.22048902511597;4320436;4381607;4614465;4323736;4413554;4374421;4565056;3949646
1706249646.96235;inference-5;55.23124599456787;4018361;4083996;4303378;4033858;4112712;4080682;4276546;3680277
1706249702.193596;inference-6;33.52994346618652;2430158;2478277;2618830;2447651;2494686;2474413;2589041;2234574
1706249735.7235394;inference-7;57.51039171218872;4193850;4258960;4487856;4198704;4289459;4252807;4449162;3835879
1706249793.233931;inference-8;66.04732418060303;4818978;4892142;5146526;4823544;4929652;4881980;5113417;4401956
1706249859.2812552;inference-9;41.783252239227295;3033459;3096570;3252919;3051787;3109575;3092178;3225072;2784362
1706249916.630218;tokenizer;0.4694380760192871;25046;20958;27873;25616;26271;20154;27363;26480
1706249917.099656;pipeline load;89.23456263542175;4928357;5066113;5382336;4970743;5073654;4946593;5262888;5134958
1706250006.3342187;inference-0;67.52505111694336;4809573;4884493;5147471;4820018;4902672;4863422;5083542;4435993
1706250073.8592699;inference-1;53.615967750549316;3902050;3969169;4169883;3905976;3982359;3956340;4129669;3559740
1706250127.4752376;inference-2;76.59141087532043;5598533;5666526;5977227;5587098;5709860;5660651;5909880;5102069
1706250204.0666485;inference-3;41.79719114303589;3034225;3097372;3261251;3053963;3106208;3085187;3222332;2782134
1706250245.8638396;inference-4;37.05952525138855;2694377;2742296;2887798;2706076;2766345;2742898;2867587;2472311
1706250282.9233649;inference-5;49.871482133865356;3622263;3693110;3885324;3635444;3715205;3686856;3857279;3319415
1706250332.794847;inference-6;28.39043688774109;2060497;2107494;2217748;2077241;2112420;2097377;2192102;1899342
1706250361.185284;inference-7;134.3550910949707;9905868;9942305;10478539;9814619;10020383;9941104;10391535;8946021
1706250495.540375;inference-8;53.37591910362244;3891391;3953280;4164163;3897130;3973325;3948753;4129663;3563026
1706250548.916294;inference-9;50.01079440116882;3638447;3699302;3893627;3652019;3737425;3693345;3862860;3332363
1706250612.1486988;tokenizer;0.23689579963684082;10044;10513;11121;15380;10529;10080;16461;10582
1706250612.3855946;pipeline load;87.14543437957764;4818819;4947861;5262893;4856225;4966808;4835300;5145510;5022444
1706250699.531029;inference-0;73.40033388137817;5232546;5312901;5595374;5234286;5337401;5289775;5528492;4820783
1706250772.9313629;inference-1;55.689308881759644;4051965;4116398;4336428;4064562;4134103;4114014;4291514;3708981
1706250828.6206717;inference-2;55.399396896362305;4031817;4099752;4312753;4049622;4122798;4091742;4270672;3693695
1706250884.0200686;inference-3;67.86381506919861;4942879;5025223;5289244;4959817;5046978;5016364;5244508;4513650
1706250951.8838837;inference-4;59.98725771903992;4375667;4443098;4669061;4380741;4477352;4427444;4628631;3995508
1706251011.8711414;inference-5;51.68898677825928;3760465;3825326;4026446;3767834;3849747;3818258;3994896;3444892
1706251063.5601282;inference-6;50.656105279922485;3683411;3748693;3949137;3696074;3774264;3744140;3922674;3381309
1706251114.2162335;inference-7;46.10994482040405;3357228;3411933;3595474;3367857;3432281;3401400;3562607;3071374
1706251160.3261783;inference-8;106.65648150444031;7829057;7898430;8307418;7775097;7947893;7891429;8249593;7112970
1706251266.9826598;inference-9;40.156410932540894;2915971;2968985;3135291;2935523;2999585;2964926;3105512;2679573
1706251318.9852314;tokenizer;0.20615148544311523;10054;10426;16662;10256;10530;10071;10978;10597
1706251319.191383;pipeline load;89.06131482124329;4921537;5055187;5375000;4967530;5072926;4939399;5261727;5130835
1706251408.2526977;inference-0;39.116410970687866;2728693;2783224;2933993;2744017;2797884;2768529;2895204;2542904
1706251447.3691087;inference-1;41.03400206565857;2979767;3030405;3188766;2986750;3044806;3021943;3153967;2731822
1706251488.4031107;inference-2;46.07521724700928;3344662;3403302;3585106;3353586;3420746;3399472;3550652;3065041
1706251534.478328;inference-3;49.90136241912842;3627531;3688298;3881916;3645329;3706388;3689673;3857236;3321066
1706251584.3796904;inference-4;67.68324446678162;4943039;5009789;5265313;4944154;5027242;4997127;5210940;4502895
1706251652.0629349;inference-5;46.60074162483215;3387323;3451589;3637204;3393934;3472576;3440265;3593718;3106433
1706251698.6636765;inference-6;86.37957572937012;6325008;6398442;6729308;6318392;6429065;6378734;6675057;5759055
1706251785.0432522;inference-7;38.95555543899536;2837080;2879133;3034892;2843071;2898770;2874450;3008617;2595343
1706251823.9988077;inference-8;91.89327692985535;6732698;6800892;7157341;6697521;6847499;6796243;7107017;6126545
1706251915.8920846;inference-9;35.89916014671326;2609134;2656389;2798680;2618364;2675764;2651579;2776087;2394306
