load model,215.11,321.48,1825.80,5365,158
load model,215.73,328.95,1914.08,5600,158
load model,214.47,603.52,1722.64,4411,158
load model,215.03,322.89,2682.20,6125,135
load model,215.21,318.86,1905.38,5311,140
load model,214.96,316.85,8483.26,12002,167
load model,215.35,321.57,3275.36,6283,219
load model,214.81,321.24,2055.63,5195,204
load model,215.38,423.85,3246.87,6287,135
load model,215.89,495.11,3358.29,6679,153
load model,215.5,314.36,5795.88,9137,181
load model,215.14,315.59,2791.72,6517,218
load model,215.31,325.56,3985.19,7691,163
load model,214.7,299.96,1476.49,4942,186
load model,217.02,311.18,1340.96,4525,154
load model,219.35,289.65,1392.26,4668,152
load model,216.39,551.66,1948.85,4048,132
load model,214.97,300.67,1205.09,4531,129
load model,214.71,264.61,1564.24,5142,144
load model,228.0,29.58,2091.32,3667,172
load model,216.1,108.67,2289.29,5146,92
load model,217.22,81.28,2509.69,4346,134
load model,215.5,141.34,2036.74,4770,87
load model,214.75,305.03,1905.08,5378,135
load model,215.61,312.94,1369.50,4712,168
load model,216.43,311.78,1236.73,4334,144
load model,215.86,379.08,1620.51,4160,143
load model,218.17,424.32,1744.74,4038,130
load model,214.16,308.16,1313.53,4609,151
load model,215.36,294.93,1115.78,4332,145
load model,217.71,340.05,1134.62,4322,144
load model,214.81,340.33,900.82,3971,142
load model,216.87,359.18,1305.15,4468,144
load model,216.79,336.11,963.29,4175,161
load model,217.12,218.49,1193.14,3827,134
load model,257.39,413.42,2101.98,3073,97
load model,217.48,313.21,1300.08,4345,136
load model,214.08,294.16,1317.27,4484,166
load model,215.67,320.48,1297.84,4349,135
load model,216.16,282.18,1446.83,4603,148
load model,214.24,297.90,1150.32,4131,143
load model,216.67,316.20,1280.64,4440,145
load model,216.9,316.26,1112.88,4191,166
load model,217.31,269.65,2469.47,3902,124
load model,218.72,63.89,2132.43,3425,115
load model,216.79,300.97,1691.65,4230,123
load model,217.69,290.92,1685.76,4878,134
load model,220.39,281.60,1675.88,4628,161
load model,215.17,285.21,1209.94,4183,136
load model,215.09,364.63,1127.56,4161,139
load model,214.68,349.43,1226.15,4313,135
load model,215.19,278.36,2060.31,5651,172
load model,215.14,248.72,1797.15,4495,135
load model,216.31,452.44,3271.10,4748,135
load model,215.24,260.99,1445.64,4702,120
load model,220.78,303.98,1641.11,4892,144
load model,220.46,274.24,1645.82,4890,168
load model,220.4,284.61,1486.03,4319,136
load model,220.06,277.44,1713.62,4603,127
load model,223.03,280.79,2257.10,5932,150
load model,221.3,259.91,1954.73,5210,175
load model,219.69,214.31,1730.32,4575,131
load model,219.37,345.95,5787.36,10881,127
load model,221.77,265.12,5664.97,10028,128
load model,219.26,30.47,4648.60,8305,144
load model,220.39,51.85,4894.25,8163,155
load model,219.62,84.82,3393.47,7162,123
load model,219.08,93.10,1179.75,1041,141
load model,220.59,339.10,1120.24,3228,119
load model,220.23,309.65,1098.63,4282,163
load model,222.28,312.87,1073.03,4130,141
load model,222.15,321.67,1352.85,4263,148
load model,221.04,227.49,1526.54,4320,131
load model,220.12,272.87,1706.47,4761,145
load model,220.64,594.06,3334.63,6907,168
load model,220.56,29.94,2708.39,4774,136
load model,219.29,297.31,1198.75,4040,154
load model,221.5,188.24,1815.75,4831,132
load model,219.41,271.85,1717.11,4767,172
load model,219.66,679.64,2618.28,5668,141
load model,220.86,328.77,2675.83,6203,118
load model,220.74,327.50,2142.95,5586,154
load model,219.92,328.17,1263.77,4606,154
load model,222.71,596.98,1294.78,3974,177
load model,220.98,316.54,1077.29,4177,144
load model,221.42,324.64,1063.21,4313,145
load model,221.96,309.51,993.33,4068,145
load model,221.6,318.03,1300.33,4436,149
load model,221.51,318.62,1079.51,4194,171
load model,221.5,449.08,1134.56,3657,144
load model,220.9,444.69,1195.99,4120,135
load model,222.71,319.88,2175.52,5779,158
load model,219.33,325.39,1595.20,5084,341
load model,219.75,322.43,1401.34,4978,187
load model,220.62,320.94,1390.08,5004,141
load model,220.66,309.99,1242.43,4722,159
load model,221.25,594.28,3077.67,6644,145
load model,230.35,305.46,4545.55,7957,190
load model,219.43,308.74,1498.45,4885,421
load model,220.96,298.24,1429.95,4729,169
load model,222.5,311.74,1211.75,4207,95
load model,221.7,368.07,1457.25,2553,126
inference-A-0,219.04,0.69,1688.38,2342,151
inference-A-0,231.79,0.62,995.58,1303,151
inference-A-0,239.54,0.43,884.61,1190,78
inference-A-0,236.48,0.37,1524.42,2203,75
inference-A-0,229.81,987.24,3175.64,5509,68
inference-A-0,219.49,244.94,4274.08,5841,91
inference-A-0,219.04,735.72,3875.25,6314,73
inference-A-0,219.2,670.44,5121.00,8613,100
inference-A-0,219.82,1185.08,5127.45,8912,132
inference-A-0,221.02,1093.93,7981.43,11913,132
inference-A-0,219.88,560.82,3260.90,6208,321
inference-A-0,219.98,469.57,5458.26,8460,205
inference-A-0,219.97,522.58,1910.63,5137,141
inference-A-0,218.7,501.21,2302.93,5807,155
inference-A-0,219.59,506.47,3959.91,7359,174
inference-A-0,219.17,499.34,1679.30,4960,237
inference-A-0,219.33,504.68,1898.21,5061,137
inference-A-0,221.05,893.78,2095.28,4167,123
inference-A-0,218.71,982.29,1896.79,2542,692
inference-A-0,218.93,1060.21,1672.16,2266,155
inference-A-0,219.08,1036.90,1498.71,2100,192
inference-A-0,219.01,1071.25,2519.94,3415,132
inference-A-0,218.95,1120.59,3435.02,4407,279
