timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%]
2024/04/22 09:30:15.740, 55.66 W, 0 %, 0 %
2024/04/22 09:30:15.747, 52.12 W, 0 %, 0 %
2024/04/22 09:30:15.752, 51.74 W, 0 %, 0 %
2024/04/22 09:30:15.857, 55.66 W, 0 %, 0 %
2024/04/22 09:30:15.861, 52.50 W, 0 %, 0 %
2024/04/22 09:30:15.866, 52.06 W, 0 %, 0 %
2024/04/22 09:30:15.971, 55.66 W, 0 %, 0 %
2024/04/22 09:30:15.975, 52.45 W, 0 %, 0 %
2024/04/22 09:30:15.980, 51.79 W, 0 %, 0 %
2024/04/22 09:30:16.085, 55.61 W, 0 %, 0 %
2024/04/22 09:30:16.089, 52.17 W, 0 %, 0 %
2024/04/22 09:30:16.094, 52.06 W, 0 %, 0 %
2024/04/22 09:30:16.199, 55.66 W, 0 %, 0 %
2024/04/22 09:30:16.203, 52.45 W, 0 %, 0 %
2024/04/22 09:30:16.208, 51.79 W, 0 %, 0 %
2024/04/22 09:30:16.313, 55.61 W, 0 %, 0 %
2024/04/22 09:30:16.319, 52.45 W, 0 %, 0 %
2024/04/22 09:30:16.326, 51.74 W, 0 %, 0 %
2024/04/22 09:30:16.431, 55.61 W, 0 %, 0 %
2024/04/22 09:30:16.436, 52.45 W, 0 %, 0 %
2024/04/22 09:30:16.441, 52.06 W, 0 %, 0 %
2024/04/22 09:30:16.546, 55.34 W, 0 %, 0 %
2024/04/22 09:30:16.551, 52.45 W, 0 %, 0 %
2024/04/22 09:30:16.555, 51.79 W, 0 %, 0 %
2024/04/22 09:30:16.663, 55.66 W, 0 %, 0 %
2024/04/22 09:30:16.667, 52.17 W, 0 %, 0 %
2024/04/22 09:30:16.672, 51.79 W, 0 %, 0 %
2024/04/22 09:30:16.776, 55.66 W, 0 %, 0 %
2024/04/22 09:30:16.781, 52.12 W, 0 %, 0 %
2024/04/22 09:30:16.786, 51.79 W, 0 %, 0 %
2024/04/22 09:30:16.891, 55.66 W, 0 %, 0 %
2024/04/22 09:30:16.896, 52.45 W, 0 %, 0 %
2024/04/22 09:30:16.901, 51.79 W, 0 %, 0 %
2024/04/22 09:30:17.006, 55.61 W, 0 %, 0 %
2024/04/22 09:30:17.012, 52.50 W, 0 %, 0 %
2024/04/22 09:30:17.016, 52.01 W, 0 %, 0 %
2024/04/22 09:30:17.121, 55.34 W, 0 %, 0 %
2024/04/22 09:30:17.126, 52.12 W, 0 %, 0 %
2024/04/22 09:30:17.134, 51.79 W, 0 %, 0 %
2024/04/22 09:30:17.239, 55.34 W, 0 %, 0 %
2024/04/22 09:30:17.244, 52.45 W, 0 %, 0 %
2024/04/22 09:30:17.249, 52.06 W, 0 %, 0 %
2024/04/22 09:30:17.354, 55.34 W, 0 %, 0 %
2024/04/22 09:30:17.359, 52.12 W, 0 %, 0 %
2024/04/22 09:30:17.364, 52.06 W, 0 %, 0 %
2024/04/22 09:30:17.468, 55.28 W, 0 %, 0 %
2024/04/22 09:30:17.474, 52.17 W, 0 %, 0 %
2024/04/22 09:30:17.479, 51.79 W, 0 %, 0 %
2024/04/22 09:30:17.583, 55.66 W, 0 %, 0 %
2024/04/22 09:30:17.588, 52.50 W, 0 %, 0 %
2024/04/22 09:30:17.593, 51.74 W, 0 %, 0 %
2024/04/22 09:30:17.700, 55.66 W, 0 %, 0 %
2024/04/22 09:30:17.707, 52.12 W, 0 %, 0 %
2024/04/22 09:30:17.712, 52.06 W, 0 %, 0 %
2024/04/22 09:30:17.818, 55.66 W, 0 %, 0 %
2024/04/22 09:30:17.823, 52.50 W, 0 %, 0 %
2024/04/22 09:30:17.829, 51.79 W, 0 %, 0 %
2024/04/22 09:30:17.934, 55.66 W, 0 %, 0 %
2024/04/22 09:30:17.939, 52.45 W, 0 %, 0 %
2024/04/22 09:30:17.943, 51.79 W, 0 %, 0 %
2024/04/22 09:30:18.048, 55.66 W, 0 %, 0 %
2024/04/22 09:30:18.053, 52.45 W, 0 %, 0 %
2024/04/22 09:30:18.057, 52.06 W, 0 %, 0 %
2024/04/22 09:30:18.162, 55.34 W, 0 %, 0 %
2024/04/22 09:30:18.167, 52.45 W, 0 %, 0 %
2024/04/22 09:30:18.171, 52.06 W, 0 %, 0 %
2024/04/22 09:30:18.276, 55.66 W, 0 %, 0 %
2024/04/22 09:30:18.281, 52.45 W, 0 %, 0 %
2024/04/22 09:30:18.286, 51.79 W, 0 %, 0 %
2024/04/22 09:30:18.390, 55.66 W, 0 %, 0 %
2024/04/22 09:30:18.395, 52.50 W, 0 %, 0 %
2024/04/22 09:30:18.400, 51.79 W, 0 %, 0 %
2024/04/22 09:30:18.504, 55.66 W, 0 %, 0 %
2024/04/22 09:30:18.509, 52.12 W, 0 %, 0 %
2024/04/22 09:30:18.514, 52.01 W, 0 %, 0 %
2024/04/22 09:30:18.620, 55.66 W, 0 %, 0 %
2024/04/22 09:30:18.625, 52.45 W, 0 %, 0 %
2024/04/22 09:30:18.630, 51.79 W, 0 %, 0 %
2024/04/22 09:30:18.737, 55.61 W, 0 %, 0 %
2024/04/22 09:30:18.744, 52.50 W, 0 %, 0 %
2024/04/22 09:30:18.749, 51.79 W, 0 %, 0 %
2024/04/22 09:30:18.854, 55.66 W, 0 %, 0 %
2024/04/22 09:30:18.859, 52.45 W, 0 %, 0 %
2024/04/22 09:30:18.863, 52.06 W, 0 %, 0 %
2024/04/22 09:30:18.968, 55.66 W, 0 %, 0 %
2024/04/22 09:30:18.973, 52.45 W, 0 %, 0 %
2024/04/22 09:30:18.977, 52.06 W, 0 %, 0 %
2024/04/22 09:30:19.085, 55.66 W, 0 %, 0 %
2024/04/22 09:30:19.090, 52.50 W, 0 %, 0 %
2024/04/22 09:30:19.095, 52.06 W, 0 %, 0 %
2024/04/22 09:30:19.200, 55.66 W, 0 %, 0 %
2024/04/22 09:30:19.205, 52.45 W, 0 %, 0 %
2024/04/22 09:30:19.209, 51.79 W, 0 %, 0 %
2024/04/22 09:30:19.314, 55.34 W, 0 %, 0 %
2024/04/22 09:30:19.319, 52.45 W, 0 %, 0 %
2024/04/22 09:30:19.324, 51.74 W, 0 %, 0 %
2024/04/22 09:30:19.429, 55.61 W, 0 %, 0 %
2024/04/22 09:30:19.434, 52.45 W, 0 %, 0 %
2024/04/22 09:30:19.438, 51.79 W, 0 %, 0 %
2024/04/22 09:30:19.543, 55.66 W, 0 %, 0 %
2024/04/22 09:30:19.548, 52.12 W, 0 %, 0 %
2024/04/22 09:30:19.552, 51.79 W, 0 %, 0 %
2024/04/22 09:30:19.660, 55.66 W, 0 %, 0 %
2024/04/22 09:30:19.666, 52.45 W, 0 %, 0 %
2024/04/22 09:30:19.671, 52.06 W, 0 %, 0 %
2024/04/22 09:30:19.776, 55.66 W, 0 %, 0 %
2024/04/22 09:30:19.783, 52.12 W, 0 %, 0 %
2024/04/22 09:30:19.788, 51.74 W, 0 %, 0 %
2024/04/22 09:30:19.892, 55.66 W, 0 %, 0 %
2024/04/22 09:30:19.897, 52.45 W, 0 %, 0 %
2024/04/22 09:30:19.902, 51.74 W, 0 %, 0 %
2024/04/22 09:30:20.009, 55.66 W, 0 %, 0 %
2024/04/22 09:30:20.013, 52.45 W, 0 %, 0 %
2024/04/22 09:30:20.018, 51.79 W, 0 %, 0 %
2024/04/22 09:30:20.123, 55.66 W, 0 %, 0 %
2024/04/22 09:30:20.128, 52.12 W, 0 %, 0 %
2024/04/22 09:30:20.136, 51.79 W, 0 %, 0 %
2024/04/22 09:30:20.241, 55.61 W, 0 %, 0 %
2024/04/22 09:30:20.245, 52.17 W, 0 %, 0 %
2024/04/22 09:30:20.254, 51.74 W, 0 %, 0 %
2024/04/22 09:30:20.358, 55.66 W, 0 %, 0 %
2024/04/22 09:30:20.363, 52.45 W, 0 %, 0 %
2024/04/22 09:30:20.371, 51.79 W, 0 %, 0 %
2024/04/22 09:30:20.476, 55.34 W, 0 %, 0 %
2024/04/22 09:30:20.481, 52.12 W, 0 %, 0 %
2024/04/22 09:30:20.486, 51.79 W, 0 %, 0 %
2024/04/22 09:30:20.593, 55.66 W, 0 %, 0 %
2024/04/22 09:30:20.597, 52.12 W, 0 %, 0 %
2024/04/22 09:30:20.602, 51.74 W, 0 %, 0 %
2024/04/22 09:30:20.709, 55.61 W, 0 %, 0 %
2024/04/22 09:30:20.716, 52.50 W, 0 %, 0 %
2024/04/22 09:30:20.721, 51.79 W, 0 %, 0 %
2024/04/22 09:30:20.826, 55.66 W, 0 %, 0 %
2024/04/22 09:30:20.832, 52.45 W, 0 %, 0 %
2024/04/22 09:30:20.837, 51.79 W, 0 %, 0 %
2024/04/22 09:30:20.942, 55.61 W, 0 %, 0 %
2024/04/22 09:30:20.946, 52.45 W, 0 %, 0 %
2024/04/22 09:30:20.954, 51.79 W, 0 %, 0 %
2024/04/22 09:30:21.059, 55.66 W, 0 %, 0 %
2024/04/22 09:30:21.064, 52.50 W, 0 %, 0 %
2024/04/22 09:30:21.068, 51.79 W, 0 %, 0 %
2024/04/22 09:30:21.174, 55.66 W, 0 %, 0 %
2024/04/22 09:30:21.179, 52.45 W, 0 %, 0 %
2024/04/22 09:30:21.184, 51.74 W, 0 %, 0 %
2024/04/22 09:30:21.288, 55.66 W, 0 %, 0 %
2024/04/22 09:30:21.295, 52.45 W, 0 %, 0 %
2024/04/22 09:30:21.300, 51.79 W, 0 %, 0 %
2024/04/22 09:30:21.404, 55.66 W, 0 %, 0 %
2024/04/22 09:30:21.409, 52.17 W, 0 %, 0 %
2024/04/22 09:30:21.414, 51.79 W, 0 %, 0 %
2024/04/22 09:30:21.518, 55.61 W, 0 %, 0 %
2024/04/22 09:30:21.523, 52.12 W, 0 %, 0 %
2024/04/22 09:30:21.528, 51.74 W, 0 %, 0 %
2024/04/22 09:30:21.637, 55.66 W, 0 %, 0 %
2024/04/22 09:30:21.642, 52.12 W, 0 %, 0 %
2024/04/22 09:30:21.646, 51.79 W, 0 %, 0 %
2024/04/22 09:30:21.751, 55.66 W, 0 %, 0 %
2024/04/22 09:30:21.758, 52.12 W, 0 %, 0 %
2024/04/22 09:30:21.763, 51.79 W, 0 %, 0 %
2024/04/22 09:30:21.868, 55.66 W, 0 %, 0 %
2024/04/22 09:30:21.873, 52.45 W, 0 %, 0 %
2024/04/22 09:30:21.877, 51.79 W, 0 %, 0 %
2024/04/22 09:30:21.982, 55.66 W, 0 %, 0 %
2024/04/22 09:30:21.987, 52.45 W, 0 %, 0 %
2024/04/22 09:30:21.992, 51.74 W, 0 %, 0 %
2024/04/22 09:30:22.100, 55.61 W, 0 %, 0 %
2024/04/22 09:30:22.104, 52.45 W, 0 %, 0 %
2024/04/22 09:30:22.109, 51.79 W, 0 %, 0 %
2024/04/22 09:30:22.214, 55.66 W, 0 %, 0 %
2024/04/22 09:30:22.220, 52.45 W, 0 %, 0 %
2024/04/22 09:30:22.225, 51.79 W, 0 %, 0 %
2024/04/22 09:30:22.330, 55.66 W, 0 %, 0 %
2024/04/22 09:30:22.335, 52.12 W, 0 %, 0 %
2024/04/22 09:30:22.339, 51.79 W, 0 %, 0 %
2024/04/22 09:30:22.444, 55.66 W, 0 %, 0 %
2024/04/22 09:30:22.449, 52.45 W, 0 %, 0 %
2024/04/22 09:30:22.453, 51.79 W, 0 %, 0 %
2024/04/22 09:30:22.558, 55.66 W, 0 %, 0 %
2024/04/22 09:30:22.563, 52.45 W, 0 %, 0 %
2024/04/22 09:30:22.568, 51.74 W, 0 %, 0 %
2024/04/22 09:30:22.675, 55.66 W, 0 %, 0 %
2024/04/22 09:30:22.683, 52.45 W, 0 %, 0 %
2024/04/22 09:30:22.688, 51.74 W, 0 %, 0 %
2024/04/22 09:30:22.794, 55.66 W, 0 %, 0 %
2024/04/22 09:30:22.799, 52.50 W, 0 %, 0 %
2024/04/22 09:30:22.803, 51.79 W, 0 %, 0 %
2024/04/22 09:30:22.908, 55.66 W, 0 %, 0 %
2024/04/22 09:30:22.913, 52.12 W, 0 %, 0 %
2024/04/22 09:30:22.917, 51.74 W, 0 %, 0 %
2024/04/22 09:30:23.024, 55.66 W, 0 %, 0 %
2024/04/22 09:30:23.028, 52.45 W, 0 %, 0 %
2024/04/22 09:30:23.033, 51.74 W, 0 %, 0 %
2024/04/22 09:30:23.138, 55.66 W, 0 %, 0 %
2024/04/22 09:30:23.143, 52.45 W, 0 %, 0 %
2024/04/22 09:30:23.151, 51.74 W, 0 %, 0 %
2024/04/22 09:30:23.255, 55.66 W, 0 %, 0 %
2024/04/22 09:30:23.260, 52.12 W, 0 %, 0 %
2024/04/22 09:30:23.268, 51.74 W, 0 %, 0 %
2024/04/22 09:30:23.372, 55.66 W, 0 %, 0 %
2024/04/22 09:30:23.377, 52.45 W, 0 %, 0 %
2024/04/22 09:30:23.382, 51.74 W, 0 %, 0 %
2024/04/22 09:30:23.488, 55.34 W, 0 %, 0 %
2024/04/22 09:30:23.493, 52.45 W, 0 %, 0 %
2024/04/22 09:30:23.498, 51.79 W, 0 %, 0 %
2024/04/22 09:30:23.602, 55.66 W, 0 %, 0 %
2024/04/22 09:30:23.608, 52.12 W, 0 %, 0 %
2024/04/22 09:30:23.613, 51.79 W, 0 %, 0 %
2024/04/22 09:30:23.720, 55.34 W, 0 %, 0 %
2024/04/22 09:30:23.729, 52.45 W, 0 %, 0 %
2024/04/22 09:30:23.734, 51.79 W, 0 %, 0 %
2024/04/22 09:30:23.839, 55.66 W, 0 %, 0 %
2024/04/22 09:30:23.843, 52.50 W, 0 %, 0 %
2024/04/22 09:30:23.848, 51.79 W, 0 %, 0 %
2024/04/22 09:30:23.953, 55.66 W, 0 %, 0 %
2024/04/22 09:30:23.958, 52.12 W, 0 %, 0 %
2024/04/22 09:30:23.962, 51.79 W, 0 %, 0 %
2024/04/22 09:30:24.067, 55.61 W, 0 %, 0 %
2024/04/22 09:30:24.072, 52.12 W, 0 %, 0 %
2024/04/22 09:30:24.076, 51.79 W, 0 %, 0 %
2024/04/22 09:30:24.181, 55.61 W, 0 %, 0 %
2024/04/22 09:30:24.186, 52.12 W, 0 %, 0 %
2024/04/22 09:30:24.191, 52.06 W, 0 %, 0 %
2024/04/22 09:30:24.295, 55.66 W, 0 %, 0 %
2024/04/22 09:30:24.300, 52.12 W, 0 %, 0 %
2024/04/22 09:30:24.305, 51.79 W, 0 %, 0 %
2024/04/22 09:30:24.413, 55.66 W, 0 %, 0 %
2024/04/22 09:30:24.418, 52.12 W, 0 %, 0 %
2024/04/22 09:30:24.423, 51.74 W, 0 %, 0 %
2024/04/22 09:30:24.527, 55.66 W, 0 %, 0 %
2024/04/22 09:30:24.535, 52.12 W, 0 %, 0 %
2024/04/22 09:30:24.540, 51.74 W, 0 %, 0 %
2024/04/22 09:30:24.651, 55.66 W, 0 %, 0 %
2024/04/22 09:30:24.657, 52.12 W, 0 %, 0 %
2024/04/22 09:30:24.666, 51.79 W, 0 %, 0 %
2024/04/22 09:30:24.770, 55.66 W, 0 %, 0 %
2024/04/22 09:30:24.781, 52.45 W, 0 %, 0 %
2024/04/22 09:30:24.787, 51.79 W, 0 %, 0 %
2024/04/22 09:30:24.894, 55.66 W, 0 %, 0 %
2024/04/22 09:30:24.899, 52.45 W, 0 %, 0 %
2024/04/22 09:30:24.904, 52.06 W, 0 %, 0 %
2024/04/22 09:30:25.008, 55.34 W, 0 %, 0 %
2024/04/22 09:30:25.013, 52.12 W, 0 %, 0 %
2024/04/22 09:30:25.020, 51.79 W, 0 %, 0 %
2024/04/22 09:30:25.125, 55.61 W, 0 %, 0 %
2024/04/22 09:30:25.130, 52.45 W, 0 %, 0 %
2024/04/22 09:30:25.137, 51.74 W, 0 %, 0 %
2024/04/22 09:30:25.241, 55.66 W, 0 %, 0 %
2024/04/22 09:30:25.246, 52.45 W, 0 %, 0 %
2024/04/22 09:30:25.251, 51.79 W, 0 %, 0 %
2024/04/22 09:30:25.357, 55.66 W, 0 %, 0 %
2024/04/22 09:30:25.362, 52.50 W, 0 %, 0 %
2024/04/22 09:30:25.367, 51.79 W, 0 %, 0 %
2024/04/22 09:30:25.471, 55.66 W, 0 %, 0 %
2024/04/22 09:30:25.476, 52.12 W, 0 %, 0 %
2024/04/22 09:30:25.484, 51.79 W, 0 %, 0 %
2024/04/22 09:30:25.588, 55.34 W, 0 %, 0 %
2024/04/22 09:30:25.593, 52.45 W, 0 %, 0 %
2024/04/22 09:30:25.598, 51.79 W, 0 %, 0 %
2024/04/22 09:30:25.705, 55.66 W, 0 %, 0 %
2024/04/22 09:30:25.712, 52.45 W, 0 %, 0 %
2024/04/22 09:30:25.717, 51.79 W, 0 %, 0 %
2024/04/22 09:30:25.822, 55.66 W, 0 %, 0 %
2024/04/22 09:30:25.827, 52.12 W, 0 %, 0 %
2024/04/22 09:30:25.831, 51.74 W, 0 %, 0 %
2024/04/22 09:30:25.936, 55.66 W, 0 %, 0 %
2024/04/22 09:30:25.941, 52.45 W, 0 %, 0 %
2024/04/22 09:30:25.947, 51.74 W, 0 %, 0 %
2024/04/22 09:30:26.052, 55.66 W, 0 %, 0 %
2024/04/22 09:30:26.057, 52.17 W, 0 %, 0 %
2024/04/22 09:30:26.061, 51.79 W, 0 %, 0 %
2024/04/22 09:30:26.166, 55.34 W, 0 %, 0 %
2024/04/22 09:30:26.171, 52.12 W, 0 %, 0 %
2024/04/22 09:30:26.178, 51.74 W, 0 %, 0 %
2024/04/22 09:30:26.283, 55.66 W, 0 %, 0 %
2024/04/22 09:30:26.288, 52.45 W, 0 %, 0 %
2024/04/22 09:30:26.292, 51.79 W, 0 %, 0 %
2024/04/22 09:30:26.397, 55.66 W, 0 %, 0 %
2024/04/22 09:30:26.404, 52.50 W, 0 %, 0 %
2024/04/22 09:30:26.410, 51.79 W, 0 %, 0 %
2024/04/22 09:30:26.514, 55.61 W, 0 %, 0 %
2024/04/22 09:30:26.519, 52.45 W, 0 %, 0 %
2024/04/22 09:30:26.524, 51.79 W, 0 %, 0 %
2024/04/22 09:30:26.628, 55.66 W, 0 %, 0 %
2024/04/22 09:30:26.633, 52.12 W, 0 %, 0 %
2024/04/22 09:30:26.638, 51.79 W, 0 %, 0 %
2024/04/22 09:30:26.745, 55.66 W, 0 %, 0 %
2024/04/22 09:30:26.752, 52.50 W, 0 %, 0 %
2024/04/22 09:30:26.757, 51.79 W, 0 %, 0 %
2024/04/22 09:30:26.861, 55.66 W, 0 %, 0 %
2024/04/22 09:30:26.867, 52.45 W, 0 %, 0 %
2024/04/22 09:30:26.873, 51.79 W, 0 %, 0 %
2024/04/22 09:30:26.978, 55.34 W, 0 %, 0 %
2024/04/22 09:30:26.982, 52.45 W, 0 %, 0 %
2024/04/22 09:30:26.989, 51.79 W, 0 %, 0 %
2024/04/22 09:30:27.094, 55.66 W, 0 %, 0 %
2024/04/22 09:30:27.098, 52.45 W, 0 %, 0 %
2024/04/22 09:30:27.103, 51.79 W, 0 %, 0 %
2024/04/22 09:30:27.208, 55.66 W, 0 %, 0 %
2024/04/22 09:30:27.213, 52.45 W, 0 %, 0 %
2024/04/22 09:30:27.218, 51.74 W, 0 %, 0 %
2024/04/22 09:30:27.322, 55.34 W, 0 %, 0 %
2024/04/22 09:30:27.329, 52.45 W, 0 %, 0 %
2024/04/22 09:30:27.336, 51.79 W, 0 %, 0 %
2024/04/22 09:30:27.440, 55.34 W, 0 %, 0 %
2024/04/22 09:30:27.445, 52.45 W, 0 %, 0 %
2024/04/22 09:30:27.450, 51.79 W, 0 %, 0 %
2024/04/22 09:30:27.555, 55.61 W, 0 %, 0 %
2024/04/22 09:30:27.559, 52.45 W, 0 %, 0 %
2024/04/22 09:30:27.564, 51.79 W, 0 %, 0 %
2024/04/22 09:30:27.672, 55.66 W, 0 %, 0 %
2024/04/22 09:30:27.679, 52.45 W, 0 %, 0 %
2024/04/22 09:30:27.684, 51.74 W, 0 %, 0 %
2024/04/22 09:30:27.791, 55.61 W, 0 %, 0 %
2024/04/22 09:30:27.796, 52.12 W, 0 %, 0 %
2024/04/22 09:30:27.801, 51.79 W, 0 %, 0 %
2024/04/22 09:30:27.905, 55.61 W, 0 %, 0 %
2024/04/22 09:30:27.910, 52.50 W, 0 %, 0 %
2024/04/22 09:30:27.915, 51.79 W, 0 %, 0 %
2024/04/22 09:30:28.020, 55.66 W, 0 %, 0 %
2024/04/22 09:30:28.024, 52.45 W, 0 %, 0 %
2024/04/22 09:30:28.030, 51.79 W, 0 %, 0 %
2024/04/22 09:30:28.135, 55.66 W, 0 %, 0 %
2024/04/22 09:30:28.139, 52.45 W, 0 %, 0 %
2024/04/22 09:30:28.146, 51.74 W, 0 %, 0 %
2024/04/22 09:30:28.253, 55.66 W, 0 %, 0 %
2024/04/22 09:30:28.258, 52.45 W, 0 %, 0 %
2024/04/22 09:30:28.263, 51.79 W, 0 %, 0 %
2024/04/22 09:30:28.367, 55.61 W, 0 %, 0 %
2024/04/22 09:30:28.372, 52.50 W, 0 %, 0 %
2024/04/22 09:30:28.378, 51.79 W, 0 %, 0 %
2024/04/22 09:30:28.484, 55.66 W, 0 %, 0 %
2024/04/22 09:30:28.489, 52.45 W, 0 %, 0 %
2024/04/22 09:30:28.494, 51.79 W, 0 %, 0 %
2024/04/22 09:30:28.598, 55.66 W, 0 %, 0 %
2024/04/22 09:30:28.603, 52.50 W, 0 %, 0 %
2024/04/22 09:30:28.608, 51.79 W, 0 %, 0 %
2024/04/22 09:30:28.713, 55.66 W, 0 %, 0 %
2024/04/22 09:30:28.720, 52.50 W, 0 %, 0 %
2024/04/22 09:30:28.726, 52.06 W, 0 %, 0 %
2024/04/22 09:30:28.830, 55.61 W, 0 %, 0 %
2024/04/22 09:30:28.835, 52.12 W, 0 %, 0 %
2024/04/22 09:30:28.840, 51.79 W, 0 %, 0 %
2024/04/22 09:30:28.944, 55.34 W, 0 %, 0 %
2024/04/22 09:30:28.949, 52.45 W, 0 %, 0 %
2024/04/22 09:30:28.954, 51.79 W, 0 %, 0 %
2024/04/22 09:30:29.059, 55.61 W, 0 %, 0 %
2024/04/22 09:30:29.064, 52.12 W, 0 %, 0 %
2024/04/22 09:30:29.069, 51.79 W, 0 %, 0 %
2024/04/22 09:30:29.174, 55.66 W, 0 %, 0 %
2024/04/22 09:30:29.180, 52.12 W, 0 %, 0 %
2024/04/22 09:30:29.188, 51.79 W, 0 %, 0 %
2024/04/22 09:30:29.292, 55.66 W, 0 %, 0 %
2024/04/22 09:30:29.297, 52.50 W, 0 %, 0 %
2024/04/22 09:30:29.303, 51.79 W, 0 %, 0 %
2024/04/22 09:30:29.408, 55.66 W, 0 %, 0 %
2024/04/22 09:30:29.414, 52.50 W, 0 %, 0 %
2024/04/22 09:30:29.419, 51.79 W, 0 %, 0 %
2024/04/22 09:30:29.524, 55.28 W, 0 %, 0 %
2024/04/22 09:30:29.529, 52.45 W, 0 %, 0 %
2024/04/22 09:30:29.534, 51.79 W, 0 %, 0 %
2024/04/22 09:30:29.642, 55.61 W, 0 %, 0 %
2024/04/22 09:30:29.646, 52.50 W, 0 %, 0 %
2024/04/22 09:30:29.651, 51.79 W, 0 %, 0 %
2024/04/22 09:30:29.756, 55.66 W, 0 %, 0 %
2024/04/22 09:30:29.764, 52.50 W, 0 %, 0 %
2024/04/22 09:30:29.769, 51.79 W, 0 %, 0 %
2024/04/22 09:30:29.874, 55.66 W, 0 %, 0 %
2024/04/22 09:30:29.878, 52.12 W, 0 %, 0 %
2024/04/22 09:30:29.883, 51.79 W, 0 %, 0 %
2024/04/22 09:30:29.988, 55.66 W, 0 %, 0 %
2024/04/22 09:30:29.992, 52.45 W, 0 %, 0 %
2024/04/22 09:30:29.997, 51.74 W, 0 %, 0 %
2024/04/22 09:30:30.104, 55.66 W, 0 %, 0 %
2024/04/22 09:30:30.109, 52.12 W, 0 %, 0 %
2024/04/22 09:30:30.114, 51.79 W, 0 %, 0 %
2024/04/22 09:30:30.219, 55.66 W, 0 %, 0 %
2024/04/22 09:30:30.226, 52.12 W, 0 %, 0 %
2024/04/22 09:30:30.230, 51.74 W, 0 %, 0 %
2024/04/22 09:30:30.335, 55.66 W, 0 %, 0 %
2024/04/22 09:30:30.340, 52.45 W, 0 %, 0 %
2024/04/22 09:30:30.345, 51.79 W, 0 %, 0 %
2024/04/22 09:30:30.450, 55.66 W, 0 %, 0 %
2024/04/22 09:30:30.457, 52.45 W, 0 %, 0 %
2024/04/22 09:30:30.465, 51.74 W, 0 %, 0 %
2024/04/22 09:30:30.574, 55.66 W, 0 %, 0 %
2024/04/22 09:30:30.580, 52.45 W, 0 %, 0 %
2024/04/22 09:30:30.587, 52.34 W, 0 %, 0 %
